mendapatkan	O
tekanan	O
dari	O
dunia	O
internasional	O
jika	O
eksekusi	O
mati	O
terus	O
ditunda	O
.	O

Situasi	O
ini,	O
menurut	O
dia,	O
dapat	O
mengganggu	O
kerja	O
sama	O
yang	O
selama	O
ini	O
dijalin	O
dengan	O
negara	O
lainnya	O
.	O

"Kita	O
melihat	O
negara	O
yang	O
selama	O
ini	O
bersahabat,	O
sekarang	O
negara	O
internasional	O
semakin	O
memojokkan	O
kita,"	O
ucap	O
Fadli	PERSON
.	O
Kantor	ORGANIZATION
Wilayah	ORGANIZATION
Kementerian	ORGANIZATION
Hukum	ORGANIZATION
dan	ORGANIZATION
Hak	ORGANIZATION
Asasi	ORGANIZATION
Manusia	ORGANIZATION
sebelumnya	O
menyatakan	O
persiapan	O
di	O
Pulau	LOCATION
Nusakambangan,	LOCATION
Cilacap	LOCATION
,	O
sebagai	O
tempat	O
eksekusi	O
para	O
terpidana	O
mati	O
telah	O
mencapai	O
100	QUANTITY
persen	QUANTITY
.	O
Namun,	O
hingga	O
saat	O
ini	O
belum	O
ada	O
keputusan	O
mengenai	O
waktu	O
eksekusi	O
mati	O
.	O

Kejaksaan	O
Agung	O
beberapa	O
waktu	O
lalu	O
merilis	O
10	QUANTITY
nama	QUANTITY
terpidana	O
mati	O
kasus	O
narkoba	O
yang	O
akan	O
dieksekusi,	O
yakni	O
Andrew	PERSON
Chan	PERSON
(warga	O
negara	O
Australia	LOCATION
),	O
Myuran	PERSON
Sukumaran	PERSON
(	O
Australia	LOCATION
),	O
Raheem	PERSON
Agbaje	PERSON
Salami	PERSON
(	O
Nigeria	LOCATION
),	O
Zainal	PERSON
Abidin	PERSON
(	O
Indonesia	LOCATION
),	O
Serge	PERSON
Areski	PERSON
Atlaoui	PERSON
(	O
Perancis	LOCATION
),	O
Rodrigo	PERSON
Gularte	PERSON
(	O
Brasil	LOCATION
),	O
Silvester	PERSON
Obiekwe	PERSON
Nwaolise	PERSON
alias	O
Mustofa	PERSON
(	O
Nigeria	LOCATION
),	O
Martin	PERSON
Anderson	PERSON
alias	O
Belo	PERSON
(	O
Ghana	LOCATION
),	O
Okwudili	PERSON
Oyatanze	PERSON
(	O
Nigeria	LOCATION
),	O
dan	O
Mary	PERSON
Jane	PERSON
Fiesta	PERSON
Veloso	PERSON
(	O
Filipina	LOCATION
).	O
Partai	ORGANIZATION
Golkar	ORGANIZATION
menerima	O
kekalahan	O
pasangan	O
Irianto	PERSON
MS	PERSON
Syaifuddin-Tatang	PERSON
Farhanul	PERSON
Hakim	PERSON
(Irianto-Tatang)	PERSON
dalam	O
Pemilu	O
Gubernur	O
dan	O
Wakil	O
Gubernur	O
Jawa	LOCATION
Barat	LOCATION
.	O
Berdasarkan	O
hasil	O
hitung	O
cepat,	O
pasangan	O
tersebut	O
hanya	O
berada	O
di	O
urutan	O
keempat	O
dari	O
lima	O
pasangan	O
.	O

"	O
Golkar	ORGANIZATION
menerima	O
kekalahan	O
ini	O
dengan	O
legowo	O
.	O

Tentunya	O
selalu	O
ada	O
yang	O
kalah	O
dan	O
menang	O
dalam	O
pesta	O
demokrasi,"	O
kata	O
Wakil	O
Sekretaris	O
Jenderal	O
DPP	O
Partai	ORGANIZATION
Golkar	ORGANIZATION
Nurul	PERSON
Arifin	PERSON
di	O
Jakarta	LOCATION
,	O
Senin	TIME
(25/2/2013)	TIME
.	O
Seperti	O
diberitakan,	O
hitung	O
cepat	O
Penelitian	ORGANIZATION
dan	ORGANIZATION
Pengembangan	ORGANIZATION
(Litbang)	ORGANIZATION
Kompas	ORGANIZATION
menyebutkan	O
pasangan	O
Irianto-Tatang	ORGANIZATION
hanya	O
mendapat	O
12,35	QUANTITY
persen	QUANTITY
suara	O
.	O

Di	O
urutan	O
pertama,	O
yakni	O
pasangan	O
Ahmad	PERSON
Heryawan	PERSON
-	O
Deddy	PERSON
Mizwar	PERSON
(	O
Heryawan	PERSON
-	O
Dedd	PERSON
y)	O
meraih	O
suara	O
31,45	QUANTITY
persen	QUANTITY
,	O
disusul	O
pasangan	O
Rieke	PERSON
Diah	PERSON
Pitaloka-Teten	PERSON
Masduki	PERSON
(Rieke-Teten)	PERSON
sebanyak	O
29,03	QUANTITY
persen	QUANTITY
,	O
Dede	PERSON
Yusuf	PERSON
Macan	PERSON
Efendi-Lex	PERSON
Laksamana	PERSON
28,85	QUANTITY
persen	QUANTITY
suara	O
.	O

Paling	O
bawah,	O
pasangan	O
Dikdik	PERSON
M	PERSON
Arief	PERSON
Mansur-Cecep	PERSON
Nana	PERSON
Suryana	PERSON
Toyib	PERSON
(Dikdik-Toyib)	PERSON
1,72	QUANTITY
persen	QUANTITY
.	O
Nurul	PERSON
mengatakan,	O
pihaknya	O
sudah	O
berupaya	O
mengusung	O
calon	O
terbaik	O
.	O

Selain	O
itu,	O
kata	O
dia,	O
mesin	O
partai	O
juga	O
sudah	O
bekerja	O
optimal	O
.	O

Hanya	O
saja,	O
pilihan	O
tetap	O
ada	O
di	O
tangan	O
rakyat	O
Jabar	LOCATION
.	O
"	O
Golkar	ORGANIZATION
mengucapkan	O
selamat	O
kepada	O
pasangan	O
terpilih	O
.	O

Semoga	O
dapat	O
menjalankan	O
amanah	O
rakyat	O
tanpa	O
menyingkirkan	O
kelompok	O
minoritas	O
yang	O
ada	O
di	O
Jabar,"	O
kata	O
Nurul	PERSON
.	O
Nurul	PERSON
meyakinkan,	O
akan	O
mengobati	O
kekalahan	O
di	O
Jabar	O
pada	O
pemilu	O
legislatif	O
2014	O
	O
.	O

Pileg,	O
kata	O
Nurul	O
lagi,	O
tak	O
bisa	O
disamakan	O
dengan	O
Pilgub	O
.	O

Dalam	O
Pileg,	O
semua	O
partai	O
dan	O
caleg	O
turun	O
bersama-sama	O
.	O

"Pasti	O
lebih	O
kompetitif	O
.	O

Dalam	O
survei-survei	O
Golkar	ORGANIZATION
selalu	O
memimpin	O
.	O

Jadi,	O
kami	O
optimis	O
dapat	O
memenangkan	O
pertarungan	O
di	O
Pileg	O
2014,"	O
Nurul	PERSON
menegaskan	O
.	O

Menkokesra	PERSON
Agung	PERSON
Laksono	PERSON
yang	O
berasal	O
dari	O
Partai	ORGANIZATION
Golkar	ORGANIZATION
menegaskan	O
semua	O
Menteri	O
dari	O
Golkar	ORGANIZATION
sudah	O
menyampaikan	O
kepada	O
Ketua	O
Umumnya	O
bahwa	O
mereka	O
tidak	O
bisa	O
berkampanye	O
di	O
hari	O
kerja	O
.	O

Sejak	O
awal,	O
kata	O
Agung	PERSON
,	O
Menteri	O
berasal	O
dari	O
Golkar	ORGANIZATION
sudah	O
mengungkapkan	O
hal	O
itu	O
kepada	O
Aburizal	PERSON
Bakrie	PERSON
.	O
"Sudah	O
ada	O
dari	O
awal	O
sudah	O
kami	O
sampaikan	O
pada	O
ketum	O
bahwa	O
sejak	O
awal	O
kita	O
nggak	O
mungkin	O
lagi	O
berkegiatan	O
pada	O
hari-hari	O
kerja,"	O
tegas	O
Agung	PERSON
kepada	O
wartawan	O
termasuk	O
Tribunnews.com,	O
di	O
Kompleks	LOCATION
Istana	LOCATION
Negara,	LOCATION
Jakarta	LOCATION
,	O
Selasa	TIME
(29/1/2013)	TIME
.	O
Karena	O
itu,	O
dia	O
meminta	O
agar	O
masyarakat	O
tidak	O
perlu	O
khawatir	O
bahwa	O
Menteri	O
tidak	O
akan	O
fokus	O
berkerja	O
.	O

"Tidak	O
usah	O
khawatir	O
mengganggu	O
kinerja	O
.	O

Sistem	O
ini	O
berjalan	O
kok	O
.	O

Setiap-tiap	O
kementerian	O
berjalan,"	O
dia	O
tegaskan	O
.	O

Kembali	O
dia	O
pastikan,	O
bahwa	O
Partai	O
Golkar	O
pun	O
tidak	O
akan	O
"mengganggu"	O
Kadernya	O
yang	O
di	O
Kabinet	O
untuk	O
urusan	O
Kampanye	O
Pemilu	O
2014	O
.	O

"Partai	O
kami	O
tetap	O
minta	O
bekerja	O
untuk	O
rakyat	O
.	O

Bahkan	O
memicu	O
kami	O
karena	O
ada	O
target-target	O
yang	O
diawasi	O
oleh	O
UKP4,"	O
jelasnya	O
lagi	O
.	O

Sebelumnya,	O
Lingkaran	ORGANIZATION
Survei	ORGANIZATION
Indoensia	ORGANIZATION
(LSI)	ORGANIZATION
melakukan	O
survei	O
terkait	O
kinerja	O
Kabinet	O
Indonesia	O
Bersatu	O
(KIB)	O
II	O
memasuki	O
tahun	O
politik	O
.	O

Mayoritas	O
responden	O
khawatir	O
menteri	O
parpol	O
tak	O
lagi	O
fokus	O
bekerja	O
di	O
tahun	O
politik	O
.	O

"Mayoritas	O
publik	O
khawatir	O
pada	O
menteri	O
dari	O
parpol	O
tidak	O
lagi	O
fokus	O
menjalankan	O
tugas	O
di	O
kementerian,"	O
ujar	O
peneliti	O
LSI	ORGANIZATION
,	O
Ardian	PERSON
Sofa	PERSON
,	O
menyampaikan	O
poin	O
kesimpulan	O
survei	O
LSI	ORGANIZATION
di	O
Kantor	LOCATION
Lingkaran	LOCATION
Survei	LOCATION
Indonesia	LOCATION
di	O
Jl	LOCATION
Pramuka,	LOCATION
Jakarta	LOCATION
Timur	LOCATION
,	O
Selasa	TIME
(29/1/2013)	TIME
.	O
Berdasarkan	O
survei	O
yang	O
dilakukan	O
oleh	O
LSI	ORGANIZATION
,	O
sebanyak	O
86,35	QUANTITY
persen	QUANTITY
responden	O
khawatir	O
menteri	O
dari	O
parpol	O
tak	O
lagi	O
fokus	O
bekerja,	O
sementara	O
10,79	QUANTITY
persen	QUANTITY
responden	O
percaya	O
para	O
menteri	O
parpol	O
masih	O
bisa	O
bekerja	O
dengan	O
baik	O
.	O

Sementara	O
sebanyak	O
2,86	QUANTITY
persen	QUANTITY
responden	O
menjawab	O
tidak	O
tahu	O
.	O

Survei	O
dilakukan	O
pada	O
22-25	TIME
Januari	TIME
2013	TIME
,	O
dengan	O
motede	O
multistage	O
random	O
sampling	O
dengan	O
1200	QUANTITY
responden	QUANTITY
yang	O
tersebar	O
di	O
seluruh	O
Indonesia	O
.	O

Wawancara	O
menggunakan	O
metode	O
handset	O
dengan	O
margin	O
error	O
2,9	QUANTITY
persen	QUANTITY
.	O
Politikus	O
PDI	ORGANIZATION
Perjuangan	ORGANIZATION
Guruh	PERSON
Soekarnoputra	PERSON
menjenguk	O
Ketua	O
Umum	O
Partai	O
Gerindra	O
Suhardi	PERSON
di	O
Rumah	LOCATION
Sakit	LOCATION
Pusat	LOCATION
Pertamina,	LOCATION
Jakarta	LOCATION
Pusat	LOCATION
.	O
Suhardi	PERSON
mengalami	O
sakit	O
kanker	O
paru-paru	O
stadium	O
empat	O
dan	O
dalam	O
kondisi	O
kritis	O
.	O

Guruh	PERSON
berbagi	O
sedikit	O
cerita	O
mengenai	O
sosok	O
Suhardi	O
sebagai	O
politikus	O
.	O

"Pak	O
Suhardi	PERSON
itu	O
bawaannya	O
kalem	O
.	O

Tenanglah	O
Pak	PERSON
Suhardi	PERSON
,"	O
kata	O
dia	O
usai	O
menjenguk	O
Suhardi	PERSON
di	O
RSPP,	LOCATION
Jakarta	LOCATION
,	O
Selasa,	TIME
26	TIME
Agustus	TIME
2014	TIME
.	O
Ada	O
satu	O
hal	O
yang	O
paling	O
diingat	O
Guruh	PERSON
mengenai	O
guru	O
besar	O
Fakultas	ORGANIZATION
Kehutanan	ORGANIZATION
Universitas	ORGANIZATION
Gadjah	ORGANIZATION
Mada	ORGANIZATION
itu	O
.	O

Suhardi	PERSON
pantang	O
makan	O
makanan	O
yang	O
terbuat	O
dari	O
gandum	O
.	O

"Pak	O
Suhardi	PERSON
berpantang	O
untuk	O
makan	O
gandum,	O
roti	O
ataupun	O
mi	O
.	O

Atau	O
apa	O
pun	O
yang	O
terbuat	O
dari	O
gandum,"	O
kata	O
dia	O
tanpa	O
menjelaskan	O
lebih	O
jauh	O
alasannya	O
.	O

Sebelum	O
bergabung	O
di	O
Partai	ORGANIZATION
Gerindra	ORGANIZATION
dan	O
menjabat	O
sebagai	O
ketua	O
umum,	O
Suhardi	PERSON
sibuk	O
sebagai	O
akademikus	O
.	O

Pernah	O
menjabat	O
sebagai	O
Dekan	ORGANIZATION
Fakultas	ORGANIZATION
Kehutanan	ORGANIZATION
UGM	ORGANIZATION
,	O
ia	O
meninggalkan	O
sejumlah	O
karya	O
dan	O
pemikiran	O
.	O

Ia	O
juga	O
dikenal	O
di	O
kampus	O
sebagai	O
profesor	O
telo	O
(ketela)	O
karena	O
tidak	O
pernah	O
bosan	O
mengkampanyekan	O
untuk	O
mengkonsumsi	O
bahan	O
pangan	O
lokal	O
tersebut	O
.	O

Sekretaris	O
Kabinet	O
Andi	PERSON
Widjajanto	PERSON
mengatakan	O
Presiden	O
Joko	PERSON
Widodo	PERSON
telah	O
memilih	O
politikus	O
Partai	ORGANIZATION
NasDem	ORGANIZATION
,	O
H.	PERSON
M	PERSON
.	PERSON

Prasetyo	PERSON
,	O
untuk	O
menjadi	O
Jaksa	O
Agung	O
.	O

Keputusan	O
tersebut	O
diambil	O
Presiden	O
Joko	PERSON
Widodo	PERSON
pagi	O
tadi	O
.	O

"Benar,	O
Jaksa	O
Agung	O
Prasetyo	PERSON
.	O
Tadi	O
pagi	O
(keputusannya),"	O
kata	O
Andi	PERSON
kepada	O
Tempo	ORGANIZATION
di	O
Jakarta	LOCATION
,	O
Kamis,	TIME
20	TIME
November	TIME
2014	TIME
.	O
Andi	PERSON
mengatakan	O
keputusan	O
presiden	O
(keppres)	O
telah	O
disiapkan	O
mengenai	O
pengangkatan	O
Prasetyo	PERSON
sebagai	O
Jaksa	O
Agung	O
untuk	O
mengganti	O
Basrief	PERSON
Arief	PERSON
.	O
"Keppresnya	O
sudah	O
keluar,	O
nomornya	O
nanti	O
saja	O
setelah	O
dilantik,"	O
katanya	O
.	O

Andi	PERSON
mengatakan	O
Jokowi	PERSON
rencananya	O
melantik	O
Prasetyo	PERSON
sebagai	O
Jaksa	O
Agung	O
pada	O
siang	O
ini	O
pukul	O
14.00	TIME
di	O
Istana	LOCATION
Negara	LOCATION
.	O
Prasetyo	PERSON
merupakan	O
politikus	O
Partai	ORGANIZATION
NasDem	ORGANIZATION
yang	O
kini	O
menjadi	O
anggota	O
DPR	ORGANIZATION
periode	O
2014-2019	TIME
,	O
yang	O
terpilih	O
dari	O
daerah	O
pemilihan	O
Jawa	LOCATION
Tengah	LOCATION
II	LOCATION
.	O
Prasetyo	PERSON
tak	O
sepenuhnya	O
politikus	O
.	O

Sebelum	O
menjadi	O
anggota	O
Dewan	ORGANIZATION
Perwakilan	ORGANIZATION
Rakyat	ORGANIZATION
,	O
Prasetyo	PERSON
juga	O
seorang	O
jaksa	O
.	O

Ia	O
pernah	O
menjabat	O
sebagai	O
Jaksa	O
Agung	O
Muda	O
Pidana	O
Umum	O
tahun	O
2005-2006	TIME
serta	O
pernah	O
menjadi	O
Kepala	O
Kejaksaan	O
Tinggi	O
Sulawesi	O
Selatan	O
.	O

Selama	O
menjadi	O
jaksa,	O
tak	O
ada	O
rekam	O
jejak	O
yang	O
menonjol	O
dari	O
pria	O
yang	O
diusung	O
oleh	O
Ketua	O
Umum	O
NasDem	O
Surya	PERSON
Paloh	PERSON
itu	O
.	O

Hal	O
ini	O
membuat	O
kompetensi	O
Prasetyo	PERSON
diragukan	O
oleh	O
lembaga-lembaga	O
antikorupsi,	O
seperti	O
Indonesia	ORGANIZATION
Corruption	ORGANIZATION
Watch	ORGANIZATION
.	O
Sebelumnya,	O
selain	O
Prasetyo	PERSON
,	O
muncul	O
beberapa	O
nama	O
calon	O
Jaksa	O
Agung,	O
seperti	O
Kepala	ORGANIZATION
Pusat	ORGANIZATION
Pelaporan	ORGANIZATION
dan	ORGANIZATION
Analisis	ORGANIZATION
Transaksi	ORGANIZATION
Keuangan	ORGANIZATION
Muhammad	PERSON
Yusuf	PERSON
,	O
serta	O
dari	O
internal	O
Kejaksaan	ORGANIZATION
ada	O
Widyo	PERSON
Pramono	PERSON
dan	O
Andhi	PERSON
Nirwanto	PERSON
.	O
Presiden	O
Partai	ORGANIZATION
Keadilan	ORGANIZATION
Sejahtera	ORGANIZATION
Anis	PERSON
Matta	PERSON
hanya	O
bisa	O
tersenyum	O
ketika	O
ditanya	O
soal	O
pencalonannya	O
sebagai	O
presiden	O
pada	O
Pemilu	O
2014	O
.	O

Saat	O
ini,	O
kata	O
Anis,	O
ia	O
fokus	O
pada	O
pemenangan	O
PKS	ORGANIZATION
pada	O
Pemilu	O
Legislatif	O
2014	O
.	O

"Soal	O
calon	O
presiden	O
itu	O
urusan	O
nanti,	O
yang	O
penting	O
menang	O
dulu	O
lah,"	O
kata	O
Anis	PERSON
di	O
Samarinda,	LOCATION
Kalimantan	LOCATION
Timur	LOCATION
,	O
Selasa	TIME
(29/10/2013)	TIME
.	O
Ia	O
menegaskan,	O
PKS	ORGANIZATION
belum	O
membahas	O
soal	O
bakal	O
calon	O
presiden	O
pada	O
Pemilu	O
2014	O
.	O

Ia	O
menekankan	O
pentingnya	O
Pemilu	O
Legislatif	O
2014	O
.	O

Pasalnya,	O
perolehan	O
pada	O
tahapan	O
tersebut	O
menentukan	O
apakah	O
PKS	ORGANIZATION
dapat	O
mengajukan	O
calon	O
presiden	O
sendiri	O
.	O

Sesuai	O
UU	O
Pemilu	O
Presiden,	O
pasangan	O
calon	O
presiden-calon	O
wakil	O
presiden	O
dapat	O
diajukan	O
oleh	O
partai	O
politik	O
atau	O
gabungan	O
partai	O
politik	O
yang	O
memeroleh	O
20	QUANTITY
persen	QUANTITY
suara	O
pada	O
pemilu	O
legislatif	O
.	O

Beberapa	O
parpol	O
yang	O
telah	O
mengusung	O
bakal	O
calon	O
presiden	O
adalah,	O
di	O
antaranya,	O
Golkar	ORGANIZATION
,	O
PAN	ORGANIZATION
,	O
dan	O
Hanura	ORGANIZATION
.	O
Ketiga	O
bakal	O
calon	O
presiden	O
itu,	O
masing-masing,	O
Aburizal	PERSON
"Ical"	PERSON
Bakrie	PERSON
,	O
Hatta	PERSON
Rajasa	PERSON
,	O
dan	O
Wiranto	PERSON
.	O
Kuasa	O
hukum	O
pasangan	O
calon	O
presiden-wakil	O
presiden	O
Prabowo	PERSON
Subianto-Hatta	PERSON
Rajasa	PERSON
,	O
Firman	PERSON
Wijaya	PERSON
,	O
mengatakan	O
timnya	O
menggugat	O
Komisi	ORGANIZATION
Pemilihan	ORGANIZATION
Umum	ORGANIZATION
ke	O
Pengadilan	ORGANIZATION
Negeri	ORGANIZATION
Jakarta	ORGANIZATION
Pusat	ORGANIZATION
.	O
Firman	PERSON
meyakini	O
ada	O
perbuatan	O
melawan	O
hukum	O
yang	O
dilakukan	O
KPU	ORGANIZATION
.	O
Dengan	O
gugatan	O
tersebut,	O
terhitung	O
sudah	O
ada	O
tiga	O
institusi	O
yang	O
menjadi	O
tujuan	O
bagi	O
tim	O
Prabowo-Hatta	PERSON
untuk	O
melayangkan	O
tuntutan	O
mereka	O
.	O

Sebelumnya,	O
Prabowo-Hatta	PERSON
menggugat	O
ke	O
Mahkamah	ORGANIZATION
Konstitusi	ORGANIZATION
dan	ORGANIZATION
Dewan	ORGANIZATION
Kehormatan	ORGANIZATION
Penyelenggara	ORGANIZATION
Pemilu	ORGANIZATION
.	O
"Dasar	O
gugatan	O
yaitu	O
kerugian	O
materiil	O
dan	O
imateriil	O
yang	O
dialami	O
delapan	O
klien	O
kami	O
karena	O
KPU	ORGANIZATION
melakukan	O
pemilu	O
9	TIME
Juli	TIME
2014	TIME
,"	O
kata	O
Firman	PERSON
saat	O
dihubungi,	O
Sabtu,	TIME
16	TIME
Agustus	TIME
2014	TIME
.	O
"	O
KPU	ORGANIZATION
digugat	O
karena	O
merupakan	O
konsekuensi	O
dari	O
institusi	O
.	O

"	O
Firman	PERSON
belum	O
menjelaskan	O
profil	O
kedelapan	O
orang	O
tersebut	O
.	O

"Delapan	O
orang	O
itu	O
merasa	O
dirugikan	O
lantaran	O
pada	O
9	TIME
Juli	TIME
2014	TIME
kehilangan	O
pendapatan	O
karena	O
ada	O
penyelenggaraan	O
pemilu	O
presiden,"	O
ujar	O
Firman	PERSON
.	O
Dia	O
mengatakan,	O
pada	O
hari-hari	O
biasa,	O
delapan	O
orang	O
itu	O
mendapat	O
penghasilan	O
sekitar	O
Rp	QUANTITY
100	QUANTITY
ribu	QUANTITY
per	O
hari	O
.	O

"Mereka	O
memberikan	O
kuasa	O
kepada	O
kami	O
atas	O
kerugian	O
yang	O
mereka	O
alami	O
.	O

"	O
Menurut	O
Firman	PERSON
,	O
gugatan	O
tim	O
hukum	O
Prabowo-Hatta	PERSON
ke	O
PN	ORGANIZATION
Jakarta	ORGANIZATION
Pusat	ORGANIZATION
berbeda	O
dengan	O
gugatan	O
ke	O
Mahkamah	ORGANIZATION
Konstitusi	ORGANIZATION
ataupun	O
ke	O
Dewan	ORGANIZATION
Kehormatan	ORGANIZATION
Penyelenggara	ORGANIZATION
Pemilu	ORGANIZATION
.	O
"Gugatan	O
ke	O
PN	ORGANIZATION
Jakpus	ORGANIZATION
berada	O
pada	O
ranah	O
pidana,"	O
kata	O
Firman	PERSON
.	O
Firman	PERSON
berharap	O
temuan	O
dugaan	O
pelanggaran	O
hukum	O
yang	O
diklaimnya	O
bisa	O
dibuktikan	O
di	O
persidangan	O
PN	ORGANIZATION
Jakarta	ORGANIZATION
Pusat	ORGANIZATION
.	O
Dia	O
juga	O
meminta	O
Pengadilan	O
cepat	O
merespons	O
gugatan	O
tersebut	O
.	O

Hasil	O
persidangan	O
atas	O
gugatan	O
tersebut,	O
menurut	O
Firman	PERSON
,	O
tak	O
bisa	O
menjadi	O
novum	O
untuk	O
menggugat	O
hasil	O
pemilihan	O
presiden	O
ke	O
Mahkamah	ORGANIZATION
Konstitusi	ORGANIZATION
.	O
"Gugatan	O
itu	O
dilayangkan	O
semata-mata	O
untuk	O
membuktikan	O
adanya	O
perbuatan	O
melawan	O
hukum	O
yang	O
dilakukan	O
KPU	ORGANIZATION
,"	O
kata	O
Firman	PERSON
.	O
Gugatan	O
ini	O
disampaikan	O
pada	O
14	TIME
