id_waktu;id_berita;id_kalimat;waktu;isValid
75;21;793;Tidak Ada;2
76;21;794;Tidak Ada;2
77;21;795;Tidak Ada;2
78;21;796;Tidak Ada;2
79;21;797;Tidak Ada;2
80;21;798;Tidak Ada;2
81;21;799;Tidak Ada;2
82;21;800;Tidak Ada;2
83;21;801;Tidak Ada;2
84;21;802;Tidak Ada;2
85;23;852;Minggu (12/11/2017);2
86;23;853;Tidak Ada;2
87;23;854;Tidak Ada;2
88;23;855;lima tahun;2
89;23;856;Tidak Ada;2
90;23;857;1965;2
91;23;858;Tidak Ada;2
92;23;859;2004;2
93;23;860;Tidak Ada;2
94;109;4445;Selasa (14/11/2017);2
95;109;4446;Tidak Ada;2
96;109;4447;Tidak Ada;2
97;109;4448;masa Perang Dunia II;2
98;109;4449;Tidak Ada;2
99;109;4450;Tidak Ada;2
100;23;861;Tidak Ada;2
101;23;862;delapan tahun terakhir;2
102;109;4451;Tidak Ada;2
103;109;4452;1942-1945;2
104;109;4453;Tidak Ada;2
105;23;863;75 tahun;2
106;23;863;69 tahun;2
107;23;864;Tidak Ada;2
108;23;865;Tidak Ada;2
109;23;866;Tidak Ada;2
110;23;867;Tidak Ada;2
111;23;868;Tidak Ada;2
112;23;869;Tidak Ada;2
113;35;1566;31/10/2017;2
114;35;1566;Minggu, 12 November 2017;2
115;35;1566;1997;2
116;35;1567;Tidak Ada;2
117;35;1568;Tidak Ada;2
118;35;1569;Tidak Ada;2
119;35;1570;31/10/2017;2
120;197;8572;Tidak Ada;2
121;22;842;Tidak Ada;2
122;22;843;Tidak Ada;2
123;22;844;Tidak Ada;2
124;22;845;Tidak Ada;2
125;22;846;Tidak Ada;2
126;23;870;Tidak Ada;2
127;197;8572;Tidak Ada;2
128;197;8573;Tidak Ada;2
129;197;8574;Tidak Ada;2
130;23;871;Tidak Ada;2
131;23;872;Tidak Ada;2
132;197;8575;Tidak Ada;2
133;197;8578;Nov 13, 2017. Pukul 8:30;2
134;197;8579;Tidak Ada;2
135;197;8580;Tidak Ada;2
136;197;8581;Tidak Ada;2
137;22;847;tahun 2018;2
138;22;847;Rabu (8/11);2
139;23;873;Tidak Ada;2
140;22;848;Tidak Ada;2
141;22;849;Tidak Ada;2
142;100;4134;Tidak Ada;2
143;23;874;Tidak Ada;2
144;22;850;Tidak Ada;2
145;199;8666;Senin (20/11/2017);2
146;199;8667;Senin (20/11/2017);2
147;199;8668;tahun ini;2
148;199;8669;Tidak Ada;2
149;199;8670;Tidak Ada;2
150;199;8671;Tidak Ada;2
151;199;8672;Tidak Ada;2
152;199;8673;Tidak Ada;2
153;199;8674;3 November;2
154;199;8674;Desember;2
155;199;8675;Tidak Ada;2
156;199;8676;Tidak Ada;2
157;199;8677;Tidak Ada;2
158;22;810;Tidak Ada;2
159;199;8678;Tidak Ada;2
160;199;8679;Tidak Ada;2
161;199;8680;November 20, 2017;2
162;199;8681;Tidak Ada;2
163;199;8682;Tidak Ada;2
164;199;8683;Tidak Ada;2
165;199;8684;November 20, 2017;2
166;199;8685;Tidak Ada;2
167;199;8686;periode 2016;2
168;199;8686;periode 2011;2
169;199;8687;pada 2016;2
170;199;8687;periode 2011;2
171;199;8688;2016;2
172;199;8688;2011;2
173;199;8689;Tidak Ada;2
174;199;8690;Tidak Ada;2
175;199;8691;dalam 6 tahun;2
176;199;8692;Tidak Ada;2
177;199;8693;Tidak Ada;2
178;199;8694;Tidak Ada;2
179;199;8695;Tidak Ada;2
180;22;811;Tidak Ada;2
181;199;8696;Tidak Ada;2
182;22;812;Tidak Ada;2
183;22;813;Tidak Ada;2
184;199;8697;20 November 2017;2
185;199;8698;Tidak Ada;2
186;22;814;Tidak Ada;2
187;199;8699;Tidak Ada;2
188;199;8700;setiap hari;2
189;199;8701;Tidak Ada;2
190;199;8702;Tidak Ada;2
191;199;8703;2016;2
192;199;8704;Tidak Ada;2
193;22;815;Tidak Ada;2
194;199;8705;Tidak Ada;2
195;199;8706;masa remaja;2
196;199;8707;Tidak Ada;2
197;199;8708;Tidak Ada;2
198;199;8709;Tidak Ada;2
199;199;8710;Tidak Ada;2
200;199;8711;senin;2
201;199;8712;Tidak Ada;2
202;199;8713;Tidak Ada;2
203;22;816;Tidak Ada;2
204;199;8714;Tidak Ada;2
205;22;817;Tidak Ada;2
206;199;8715;Tidak Ada;2
207;199;8716;Tidak Ada;2
208;199;8717;Tidak Ada;2
209;199;8718;Tidak Ada;2
210;199;8719;Tidak Ada;2
211;199;8720;Tidak Ada;2
212;199;8721;Tidak Ada;2
213;199;8722;Tidak Ada;2
214;199;8723;Tidak Ada;2
215;199;8724;Tidak Ada;2
216;199;8725;Sejauh ini;2
217;199;8726;Tidak Ada;2
218;199;8727;2030;2
219;199;8727;2045;2
220;215;9293;20 tahun;2
221;22;818;Tidak Ada;2
222;22;819;Tidak Ada;2
223;199;8666;Senin (20/11/2017);2
224;199;8666;Senin (20/11/2017);2
225;199;8667;Senin (20/11/2017);2
226;199;8668;tahun ini;2
227;199;8669;Tidak Ada;2
228;215;9263;Minggu (19/11/2017);2
229;199;8670;Tidak Ada;2
230;199;8671;Tidak Ada;2
231;215;9264;Senin;2
232;199;8672;Tidak Ada;2
233;199;8673;Tidak Ada;2
234;199;8674;3 November;2
235;199;8674;Desember;2
236;199;8675;Tidak Ada;2
237;215;9265;Minggu (19/11/2017);2
238;199;8676;Tidak Ada;2
239;215;9266;Kamis (16/11) malam;2
240;215;9267;Tidak Ada;2
241;199;8677;Tidak Ada;2
242;199;8678;Tidak Ada;2
243;215;9268;9 Desember 2017;2
244;215;9269;Tidak Ada;2
245;215;9270;Tidak Ada;2
246;199;8679;Tidak Ada;2
247;215;9271;Tidak Ada;2
248;199;8680;November 20, 2017;2
249;215;9272;Tidak Ada;2
250;215;9273;Jumat (17/11);2
251;199;8681;Tidak Ada;2
252;215;9274;Tidak Ada;2
253;199;8682;18 tahun;2
254;215;9275;Tidak Ada;2
255;21;803;Tidak Ada;2
256;21;804;Tidak Ada;2
257;21;805;Tidak Ada;2
258;21;806;Tidak Ada;2
259;21;807;Tidak Ada;2
260;21;808;Tidak Ada;2
261;21;809;Tidak Ada;2
262;179;7695;Jumat (17/11);2
263;179;7696;Tidak Ada;2
264;179;7697;Jumat (17/11/2017) siang;2
265;179;7698;Tidak Ada;2
266;179;7699;Tidak Ada;2
267;179;7700;Tidak Ada;2
268;179;7701;Tidak Ada;2
269;179;7702;Kamis (17/11/2017) malam;2
270;179;7703;Tidak Ada;2
271;179;7704;Tidak Ada;2
272;179;7705;Minggu (12/11/2017);2
273;179;7706;Tidak Ada;2
274;215;9276;Jumat;2
275;179;7707;Tidak Ada;2
276;179;7708;Tidak Ada;2
277;215;9277;Tidak Ada;2
278;215;9278;Tidak Ada;2
279;215;9280;Tidak Ada;2
280;179;7709;Tidak Ada;2
281;179;7710;Tidak Ada;2
282;179;7711;Tidak Ada;2
283;179;7712;Tidak Ada;2
284;179;7713;Tidak Ada;2
285;179;7714;Tidak Ada;2
286;179;7715;Tidak Ada;2
287;179;7716;Sabtu (21/10/2017);2
288;179;7717;Rabu (15/11/2017);2
289;179;7718;Rabu dini hari;2
290;179;7719;Jumat (17/11/2017);2
291;179;7720;Sabtu (18/11/2017);2
292;3;98;Tidak Ada;2
293;3;99;Tidak Ada;2
294;179;7721;Jumat pagi;2
295;179;7722;Tidak Ada;2
296;179;7723;Tidak Ada;2
297;179;7724;Tidak Ada;2
298;179;7725;Tidak Ada;2
299;179;7726;Tidak Ada;2
300;179;7727;Tidak Ada;2
301;179;7728;Tidak Ada;2
302;179;7729;Tidak Ada;2
303;179;7730;Tidak Ada;2
304;179;7731;Tidak Ada;2
305;179;7732;Tidak Ada;2
306;179;7733;Tidak Ada;2
307;179;7734;Tidak Ada;2
308;179;7735;Tidak Ada;2
309;179;7736;Tidak Ada;2
310;179;7737;Tidak Ada;2
311;179;7738;Tidak Ada;2
312;179;7739;Tidak Ada;2
313;179;7740;Tidak Ada;2
314;197;8582;Tidak Ada;2
315;197;8583;Tidak Ada;2
316;197;8584;Tidak Ada;2
317;197;8585;Tidak Ada;2
318;197;8586;Tidak Ada;2
319;197;8587;Tidak Ada;2
320;197;8588;Tidak Ada;2
321;100;4135;Desember 2016;2
322;197;8589;Tidak Ada;2
323;197;8590;Okt 18, 2017 pada 4:14;2
324;197;8591;Tidak Ada;2
325;197;8592;Tidak Ada;2
326;22;820;Tidak Ada;2
327;197;8593;3 jam;2
328;22;821;Tidak Ada;2
329;197;8594;10 menit dan 30 menit;2
330;197;8595;Tidak Ada;2
331;197;8596;Tidak Ada;2
332;197;8597;Tidak Ada;2
333;197;8598;Tidak Ada;2
334;197;8599;Tidak Ada;2
335;197;8600;Tidak Ada;2
336;197;8601;Tidak Ada;2
337;197;8602;Tidak Ada;2
338;197;8603;Tidak Ada;2
339;197;8604;3 jam;2
340;197;8605;Tidak Ada;2
341;197;8606;1 kilometer;2
342;197;8607;Tidak Ada;2
343;206;8948;Tidak Ada;2
344;206;8949;Tidak Ada;2
345;206;8950;Tidak Ada;2
346;206;8951;Tidak Ada;2
347;206;8952;Tidak Ada;2
348;195;8538;Tidak Ada;2
349;206;8953;Tidak Ada;2
350;22;823;Tidak Ada;2
351;195;8539;Sabtu (18/11/2017);2
352;206;8957;Tidak Ada;2
353;206;8958;Nov 11, 2017 at 9:20pm;2
354;195;8540;Tidak Ada;2
355;206;8959;Tidak Ada;2
356;206;8960;Tidak Ada;2
357;206;8961;Tidak Ada;2
358;195;8541;Tidak Ada;2
359;195;8506;Minggu (12/11);2
360;206;8962;Tidak Ada;2
361;195;8507;Tidak Ada;2
362;206;8963;Tidak Ada;2
363;195;8508;Tidak Ada;2
364;195;8509;Tidak Ada;2
365;195;8510;Tidak Ada;2
366;195;8511;Tidak Ada;2
367;206;8964;Tidak Ada;2
368;206;8965;Tidak Ada;2
369;195;8512;Tidak Ada;2
370;30;1362;Tidak Ada;2
371;195;8513;Tidak Ada;2
372;30;1363;6-12 November 2017;2
373;30;1363;sepekan;2
374;195;8514;Tidak Ada;2
375;195;8515;Jumat (17/11/2017);2
376;206;8966;Tidak Ada;2
377;30;1364;Tidak Ada;2
378;30;1365;pekan;2
379;206;8967;Tidak Ada;2
380;206;8968;Tidak Ada;2
381;195;8516;Tidak Ada;2
382;30;1366;Tidak Ada;2
383;195;8517;Tidak Ada;2
384;195;8518;Tidak Ada;2
385;22;824;Tidak Ada;2
386;195;8519;Tidak Ada;2
387;30;1367;Tidak Ada;2
388;206;8969;Tidak Ada;2
389;195;8520;Tidak Ada;2
390;30;1368;Tidak Ada;2
391;195;8521;Tidak Ada;2
392;206;8970;Tidak Ada;2
393;30;1369;Tidak Ada;2
394;206;8971;Nov 15, 2017 at 4:49am;2
395;195;8522;Tidak Ada;2
396;30;1370;3-5 November 2017;2
397;195;8523;Tidak Ada;2
398;206;8972;Tidak Ada;2
399;206;8973;Tidak Ada;2
400;22;825;Tidak Ada;2
401;195;8524;Tidak Ada;2
402;195;8525;Tidak Ada;2
403;30;1371;Tidak Ada;2
404;195;8526;Tidak Ada;2
405;206;8974;Tidak Ada;2
406;195;8527;Jumat (17/11/2017);2
407;195;8529;Minggu (12/11/2017);2
408;195;8531;Tidak Ada;2
409;195;8532;Tidak Ada;2
410;30;1372;Tidak Ada;2
411;195;8533;Tidak Ada;2
412;206;8975;Tidak Ada;2
413;195;8534;Tidak Ada;2
414;195;8535;Tidak Ada;2
415;30;1373;Tidak Ada;2
416;30;1374;Tidak Ada;2
417;206;8976;Tidak Ada;2
418;195;8536;Tidak Ada;2
419;195;8537;Tidak Ada;2
420;206;8977;Tidak Ada;2
421;30;1375;Tidak Ada;2
422;188;8169;Tidak Ada;2
423;188;8170;Tidak Ada;2
424;30;1376;Tidak Ada;2
425;188;8171;Tidak Ada;2
426;30;1377;Tidak Ada;2
427;206;8978;Tidak Ada;2
428;30;1378;Tidak Ada;2
429;188;8172;Tidak Ada;2
430;30;1379;Tidak Ada;2
431;188;8173;Tidak Ada;2
432;206;8979;Tidak Ada;2
433;188;8149;Tidak Ada;2
434;30;1380;Tidak Ada;2
435;30;1381;Tidak Ada;2
436;206;8980;Tidak Ada;2
437;30;1382;Tidak Ada;2
438;206;8981;Tidak Ada;2
439;30;1383;Tidak Ada;2
440;206;8982;Tidak Ada;2
441;30;1384;Tidak Ada;2
442;100;4136;Selasa (14/11/2017);2
443;206;8983;Tidak Ada;2
444;30;1385;Tidak Ada;2
445;188;8150;Tidak Ada;2
446;30;1386;Tidak Ada;2
447;206;8984;Tidak Ada;2
448;30;1387;2x24 jam;2
449;206;8985;Tidak Ada;2
450;206;8986;Tidak Ada;2
451;188;8151;Tidak Ada;2
452;188;8152;Tidak Ada;2
453;217;9323;Tidak Ada;2
454;30;1388;Tidak Ada;2
455;188;8153;Tidak Ada;2
456;22;826;Tidak Ada;2
457;30;1389;Tidak Ada;2
458;217;9324;Tidak Ada;2
459;188;8154;Tidak Ada;2
460;217;9325;23-25 November 2017;2
461;188;8155;Tidak Ada;2
462;30;1390;Tidak Ada;2
463;30;1391;Agustus;2
464;217;9326;Tidak Ada;2
465;188;8156;Tidak Ada;2
466;217;9327;Tidak Ada;2
467;188;8157;Tidak Ada;2
468;217;9328;Tidak Ada;2
469;30;1392;Tidak Ada;2
470;188;8158;Tidak Ada;2
471;217;9330;Tidak Ada;2
472;188;8159;Tidak Ada;2
473;30;1393;3/11;2
474;188;8160;Tidak Ada;2
475;188;8161;Tidak Ada;2
476;188;8162;Tidak Ada;2
477;188;8163;Tidak Ada;2
478;188;8164;Tidak Ada;2
479;188;8165;Tidak Ada;2
480;188;8166;Tidak Ada;2
481;188;8167;Tidak Ada;2
482;188;8168;Tidak Ada;2
483;30;1394;Tidak Ada;2
484;30;1395;Tidak Ada;2
485;210;9099;Tidak Ada;2
486;210;9108;Tidak Ada;2
487;210;9079;Tidak Ada;2
488;30;1396;Senin (6/11/2017);2
489;210;9080;2017;2
490;30;1397;Oktober 2017;2
491;210;9081;Tidak Ada;2
492;210;9082;Tidak Ada;2
493;210;9083;Tidak Ada;2
494;30;1398;Tidak Ada;2
495;30;1399;Tidak Ada;2
496;210;9084;17-19 November;2
497;210;9085;Tidak Ada;2
498;210;9086;Tidak Ada;2
499;30;1400;Tidak Ada;2
500;30;1401;Tidak Ada;2
501;210;9087;Minggu (19/11/2017;2
502;30;1402;Tidak Ada;2
503;45;2090;Tidak Ada;2
504;45;2091;Tidak Ada;2
505;45;2092;Tidak Ada;2
506;45;2094;Tidak Ada;2
507;45;2095;10/11/2017;2
508;45;2096;Tidak Ada;2
509;45;2097;Tidak Ada;2
510;45;2098;Tidak Ada;2
511;45;2099;Tidak Ada;2
512;215;9281;Tidak Ada;2
513;215;9282;Tidak Ada;2
514;215;9283;Tidak Ada;2
515;215;9284;Tidak Ada;2
516;215;9285;Tidak Ada;2
517;215;9286;Tidak Ada;2
518;215;9287;Tidak Ada;2
519;215;9288;Tidak Ada;2
520;215;9290;Tidak Ada;2
521;215;9291;31 November 2017;2
522;211;9109;Tidak Ada;2
523;211;9110;Tidak Ada;2
524;211;9111;dua minggu lalu;2
525;211;9111;masa depan;2
526;211;9112;Tidak Ada;2
527;211;9113;Kamis (16/11) malam;2
528;211;9114;Tidak Ada;2
529;211;9115;Tidak Ada;2
530;211;9116;Tidak Ada;2
531;211;9117;Tidak Ada;2
532;211;9118;2018;2
533;211;9119;Tidak Ada;2
534;240;10479;Rabu (15/11);2
535;211;9120;Tidak Ada;2
536;211;9121;Tidak Ada;2
537;211;9122;Jumat dua pekan lalu (10/11);2
538;211;9123;seminggu;2
539;211;9124;Tidak Ada;2
540;211;9125;Tidak Ada;2
541;211;9126;Tidak Ada;2
542;211;9127;Tidak Ada;2
543;211;9128;Tidak Ada;2
544;211;9129;Senin ini (20/11);2
545;211;9130;Tidak Ada;2
546;211;9131;Tidak Ada;2
547;211;9132;Senin;2
548;211;9133;Tidak Ada;2
549;211;9134;Tidak Ada;2
550;211;9135;Tidak Ada;2
551;211;9136;Tidak Ada;2
552;211;9137;Tidak Ada;2
553;211;9138;Tidak Ada;2
554;211;9138;Tidak Ada;2
555;211;9139;November 18, 2017;2
556;211;9140;2013;2
557;211;9141;Tidak Ada;2
558;211;9142;Tidak Ada;2
559;211;9143;Tidak Ada;2
560;211;9144;Tidak Ada;2
561;211;9145;Tidak Ada;2
562;211;9146;Tidak Ada;2
563;211;9147;Tidak Ada;2
564;285;12272;Tidak Ada;2
565;285;12273;Tidak Ada;2
566;285;12274;Tidak Ada;2
567;285;12277;Tidak Ada;2
568;285;12278;Tidak Ada;2
569;285;12279;Tidak Ada;2
570;285;12280;Tidak Ada;2
571;23;851;Tidak Ada;2
572;23;852;Minggu (12/11/2017);2
573;23;853;Tidak Ada;2
574;23;854;Tidak Ada;2
575;23;855;Tidak Ada;2
576;285;12255;Tidak Ada;2
577;23;856;Tidak Ada;2
578;199;8683;Tidak Ada;2
579;285;12256;Tidak Ada;2
580;285;12257;Tidak Ada;2
581;23;857;1965;2
582;199;8684;November 20, 2017;2
583;23;858;Tidak Ada;2
584;285;12258;Tidak Ada;2
585;199;8685;Tidak Ada;2
586;23;859;2004;2
587;285;12259;25 Agustus 2017;2
588;23;860;Tidak Ada;2
589;109;4454;1945;2
590;199;8686;periode 2016;2
591;199;8686;periode 2011;2
592;285;12260;Tidak Ada;2
593;23;861;Tidak Ada;2
594;109;4455;Tidak Ada;2
595;23;862;Tidak Ada;2
596;23;863;Tidak Ada;2
597;285;12261;Tidak Ada;2
598;285;12262;Tidak Ada;2
599;285;12263;Tidak Ada;2
600;285;12264;Tidak Ada;2
601;285;12265;Tidak Ada;2
602;285;12266;Tidak Ada;2
603;285;12267;Tidak Ada;2
604;285;12268;Tidak Ada;2
605;285;12268;Tidak Ada;2
606;285;12269;Tidak Ada;2
607;285;12270;Tidak Ada;2
608;285;12270;Tidak Ada;2
609;285;12271;Tidak Ada;2
610;310;13336;Tidak Ada;2
611;310;13299;Tidak Ada;2
612;310;13300;Tidak Ada;2
613;310;13301;Tidak Ada;2
614;310;13302;Tidak Ada;2
615;310;13302;Tidak Ada;2
616;310;13303;Tidak Ada;2
617;310;13304;Tidak Ada;2
618;310;13305;Tidak Ada;2
619;310;13306;Tidak Ada;2
620;310;13307;Tidak Ada;2
621;310;13308;Tidak Ada;2
622;310;13309;Tidak Ada;2
623;310;13310;Tidak Ada;2
624;211;9148;Tidak Ada;2
625;310;13312;Tidak Ada;2
626;211;9149;Tidak Ada;2
627;109;4456;Tidak Ada;2
628;211;9150;Tidak Ada;2
629;310;13313;Tidak Ada;2
630;211;9151;2014;2
631;211;9151;2013;2
632;109;4457;Tidak Ada;2
633;15;579;Tidak Ada;2
634;211;9151;2017;2
635;310;13314;Tidak Ada;2
636;240;10480;Tidak Ada;2
637;310;13315;Tidak Ada;2
638;211;9152;Tidak Ada;2
639;310;13316;Tidak Ada;2
640;240;10481;Juni;2
641;310;13317;Tidak Ada;2
642;199;8666;Tidak Ada;2
643;310;13318;Tidak Ada;2
644;109;4458;Tidak Ada;2
645;211;9153;Tidak Ada;2
646;310;13319;5 Juli 1991;2
647;15;580;Tidak Ada;2
648;211;9154;Tidak Ada;2
649;109;4459;Selasa (14/11/2017);2
650;109;4459;Tidak Ada;2
651;310;13321;Tidak Ada;2
652;310;13321;Tidak Ada;2
653;211;9155;Tidak Ada;2
654;240;10482;2019;2
655;211;9156;2013;2
656;310;13323;Tidak Ada;2
657;199;8667;Senin (20/11/2017);2
658;211;9157;Tidak Ada;2
659;211;9158;Tidak Ada;2
660;15;581;sebulan;2
661;15;581;sebulan;2
662;310;13324;Tidak Ada;2
663;211;9159;Tidak Ada;2
664;109;4460;Tidak Ada;2
665;211;9160;Tidak Ada;2
666;240;10483;2017;2
667;240;10483;2014;2
668;310;13325;Tidak Ada;2
669;211;9161;Tidak Ada;2
670;310;13326;Tidak Ada;2
671;310;13326;Tidak Ada;2
672;211;9162;Tidak Ada;2
673;240;10484;Tidak Ada;2
674;211;9163;Tidak Ada;2
675;211;9164;Tidak Ada;2
676;211;9165;Tidak Ada;2
677;310;13327;Tidak Ada;2
678;240;10485;Selasa (28/11/2017);2
679;211;9166;Tidak Ada;2
680;15;583;Tidak Ada;2
681;211;9167;Tidak Ada;2
682;310;13328;Tidak Ada;2
683;240;10486;Tidak Ada;2
684;310;13329;Tidak Ada;2
685;211;9168;Tidak Ada;2
686;211;9169;Tidak Ada;2
687;240;10487;2016;2
688;15;587;Maret;2
689;15;587;Maret 2016;2
690;15;587;2016;2
691;211;9170;Tidak Ada;2
692;109;4461;16 November;2
693;15;587;Tidak Ada;2
694;310;13330;Tidak Ada;2
695;109;4461;2016;2
696;211;9171;Tidak Ada;2
697;240;10488;Tidak Ada;2
698;310;13331;Tidak Ada;2
699;211;9172;Tidak Ada;2
700;240;10489;Tidak Ada;2
701;310;13332;Tidak Ada;2
702;15;588;Tidak Ada;2
703;211;9173;Tidak Ada;2
704;211;9174;November 16, 2017;2
705;240;10490;Tidak Ada;2
706;310;13333;Tidak Ada;2
707;3;92;2017;2
708;3;92;Tidak Ada;2
709;214;9233;Rabu (25/10/2017);2
710;240;10491;Tidak Ada;2
711;310;13334;Tidak Ada;2
712;3;93;Kamis;2
713;240;10492;2018;2
714;3;93;Kamis (9/11);2
715;240;10492;2019;2
716;310;13335;Tidak Ada;2
717;3;94;2005;2
718;3;94;Tidak Ada;2
719;3;95;2015;2
720;3;95;tahun yang ketiga;2
721;3;95;Tidak Ada;2
722;292;12497;Tidak Ada;2
723;292;12498;Tidak Ada;2
724;3;96;Pada tiga tahun terakhir;2
725;292;12499;Tidak Ada;2
726;292;12500;Tidak Ada;2
727;3;97;Tidak Ada;2
728;214;9234;Tidak Ada;2
729;292;12501;Tidak Ada;2
730;214;9235;Tidak Ada;2
731;3;98;tahun-tahun;2
732;3;98;Tidak Ada;2
733;23;851;(12/11/2017);2
734;214;9236;2016;2
735;292;12502;Tidak Ada;2
736;214;9237;Juli 2016;2
737;214;9237;Maret 2017;2
738;214;9238;Senin, 20/11/21017;2
739;292;12503;Tidak Ada;2
740;214;9239;Tidak Ada;2
741;3;99;tahun ini;2
742;3;99;Tidak Ada;2
743;214;9240;Tidak Ada;2
744;292;12504;Tidak Ada;2
745;214;9241;Tidak Ada;2
746;214;9242;2017;2
747;292;12505;Tidak Ada;2
748;3;100;Kamis;2
749;3;100;Kamis (9/11);2
750;3;100;(9/11);2
751;214;9243;1 Januari 1985;2
752;214;9243;31 Desember 2015;2
753;292;12506;Tidak Ada;2
754;240;10493;Februari;2
755;240;10493;Tidak Ada;2
756;292;12507;Tidak Ada;2
757;292;12508;Tidak Ada;2
758;292;12508;Tidak Ada;2
759;214;9244;Tidak Ada;2
760;3;101;Tidak Ada;2
761;240;10494;Tidak Ada;2
762;214;9245;Tidak Ada;2
763;240;10495;Tidak Ada;2
764;292;12509;Tidak Ada;2
765;214;9246;Tidak Ada;2
766;214;9247;Tidak Ada;2
767;292;12510;Tidak Ada;2
768;214;9248;Tidak Ada;2
769;292;12511;Tidak Ada;2
770;214;9249;Tidak Ada;2
771;214;9250;Tidak Ada;2
772;292;12512;Tidak Ada;2
773;214;9251;Tidak Ada;2
774;292;12513;Tidak Ada;2
775;214;9252;Tidak Ada;2
776;292;12514;Tidak Ada;2
777;214;9253;Tidak Ada;2
778;214;9254;Tidak Ada;2
779;292;12515;Tidak Ada;2
780;214;9255;31 Desember 2017;2
781;292;12516;Tidak Ada;2
782;214;9256;Tidak Ada;2
783;214;9257;2016;2
784;292;12517;Tidak Ada;2
785;214;9258;Tidak Ada;2
786;292;12518;Tidak Ada;2
787;214;9259;Tidak Ada;2
788;214;9260;Oktober 2017;2
789;292;12519;Tidak Ada;2
790;292;12520;Tidak Ada;2
791;292;12521;Tidak Ada;2
792;292;12522;Tidak Ada;2
793;292;12523;Tidak Ada;2
794;292;12524;Tidak Ada;2
795;292;12525;Tidak Ada;2
796;292;12526;Tidak Ada;2
797;292;12527;Tidak Ada;2
798;292;12528;Tidak Ada;2
799;292;12529;Tidak Ada;2
800;292;12530;Tidak Ada;2
801;292;12531;Tidak Ada;2
802;292;12532;Tidak Ada;2
803;292;12533;Tidak Ada;2
804;267;11612;Tidak Ada;2
805;267;11613;Tidak Ada;2
806;267;11614;Tidak Ada;2
807;267;11615;Tidak Ada;2
808;267;11616;Tidak Ada;2
809;27;1265;Tidak Ada;2
810;240;10496;Senin (20/11/2017);2
811;240;10497;2018;2
812;240;10498;2018;1
813;240;10499;Tidak Ada;1
814;240;10500;Tidak Ada;1
815;240;10501;Tidak Ada;1
816;240;10502;Tidak Ada;1
817;240;10503;Tidak Ada;1
818;240;10504;Tidak Ada;1
819;240;10505;Tidak Ada;1
820;240;10506;Tidak Ada;2
821;240;10507;Tidak Ada;2
822;240;10508;Tidak Ada;2
823;240;10509;1928;2
824;242;10538;Tidak Ada;2
825;100;4137;Tidak Ada;2
826;100;4138;Tidak Ada;2
827;100;4139;Tidak Ada;2
828;100;4140;Tidak Ada;2
829;100;4141;Tidak Ada;2
830;100;4142;Tidak Ada;2
831;100;4143;Tidak Ada;2
832;27;1266;Tidak Ada;1
833;100;4144;Tidak Ada;2
834;100;4145;Tidak Ada;1
835;100;4146;Tidak Ada;1
836;100;4147;Tidak Ada;1
