id_event;id_berita;id_kalimat;nama_event;isValid
227;199;8672;kampanye gerakan stop perkawinan anak;2
228;199;8673;Tidak Ada;2
229;199;8674;Kampanye;2
230;199;8675;Hari Anak Internasional;2
231;215;9265;Tidak Ada;2
232;199;8676;Tidak Ada;2
233;215;9266;Tidak Ada;2
234;215;9267;Tidak Ada;2
235;199;8677;Tidak Ada;2
236;199;8678;Tidak Ada;2
237;215;9268;Tidak Ada;2
238;215;9269;Tidak Ada;2
239;215;9270;Tidak Ada;2
240;199;8679;Tidak Ada;2
241;215;9271;Tidak Ada;2
242;215;9272;Tidak Ada;2
243;199;8680;Tidak Ada;2
244;215;9273;Tidak Ada;2
245;199;8681;Tidak Ada;2
246;215;9274;Tidak Ada;2
247;199;8682;Tidak Ada;2
248;215;9275;Tidak Ada;2
249;21;803;Tidak Ada;2
250;21;804;Tidak Ada;2
251;21;805;Tidak Ada;2
252;21;806;Tidak Ada;2
253;21;807;Tidak Ada;2
254;21;808;Tidak Ada;2
255;21;809;Tidak Ada;2
256;179;7695;Tidak Ada;2
257;179;7696;Tidak Ada;2
258;179;7697;Tidak Ada;2
259;179;7698;Tidak Ada;2
260;179;7699;Tidak Ada;2
261;179;7700;Tidak Ada;2
262;179;7701;Tidak Ada;2
263;179;7702;Tidak Ada;2
264;179;7703;Tidak Ada;2
265;179;7704;Tidak Ada;2
266;179;7705;Tidak Ada;2
267;179;7706;Tidak Ada;2
268;215;9276;Tidak Ada;2
269;179;7707;Tidak Ada;2
270;179;7708;Tidak Ada;2
271;215;9277;Tidak Ada;2
272;215;9278;Tidak Ada;2
273;215;9280;Tidak Ada;2
274;179;7709;Tidak Ada;2
275;179;7710;Tidak Ada;2
276;179;7711;Tidak Ada;2
277;179;7712;Tidak Ada;2
278;179;7713;Tidak Ada;2
279;179;7714;Tidak Ada;2
280;179;7715;Tidak Ada;2
281;179;7716;Tidak Ada;2
282;179;7717;Tidak Ada;2
283;179;7718;Tidak Ada;2
284;179;7719;Tidak Ada;2
285;179;7720;Tidak Ada;2
286;3;98;Tidak Ada;2
287;3;99;Tidak Ada;2
288;179;7721;Tidak Ada;2
289;179;7722;Tidak Ada;2
290;179;7723;Tidak Ada;2
291;179;7724;Tidak Ada;2
292;179;7725;Tidak Ada;2
293;179;7726;Tidak Ada;2
294;179;7727;Tidak Ada;2
295;179;7728;Tidak Ada;2
296;179;7729;Tidak Ada;2
297;179;7730;Tidak Ada;2
298;179;7731;Tidak Ada;2
299;179;7732;Tidak Ada;2
300;179;7733;Tidak Ada;2
301;179;7734;Tidak Ada;2
302;179;7735;Tidak Ada;2
303;179;7736;Tidak Ada;2
304;179;7737;Tidak Ada;2
305;179;7738;Tidak Ada;2
306;179;7739;Tidak Ada;2
307;179;7740;Tidak Ada;2
308;197;8582;Tidak Ada;2
309;197;8583;Tidak Ada;2
310;197;8584;Tidak Ada;2
311;197;8585;Tidak Ada;2
312;197;8586;Tidak Ada;2
313;197;8587;Tidak Ada;2
314;197;8588;Tidak Ada;2
315;197;8589;Tidak Ada;2
316;100;4135;Tidak Ada;2
317;197;8590;Tidak Ada;2
318;197;8591;Tidak Ada;2
319;197;8592;Tidak Ada;2
320;197;8593;Tidak Ada;2
321;22;820;Tidak Ada;2
322;197;8594;Tidak Ada;2
323;22;821;Tidak Ada;2
324;197;8595;Tidak Ada;2
325;197;8596;Tidak Ada;2
326;197;8597;Tidak Ada;2
327;197;8598;Tidak Ada;2
328;197;8599;Tidak Ada;2
329;197;8600;Tidak Ada;2
330;197;8601;Tidak Ada;2
331;197;8602;Tidak Ada;2
332;197;8603;Tidak Ada;2
333;197;8604;Tidak Ada;2
334;197;8605;Tidak Ada;2
335;197;8606;Tidak Ada;2
336;197;8607;Tidak Ada;2
337;206;8948;Tidak Ada;2
338;206;8949;Tidak Ada;2
339;206;8950;Tidak Ada;2
340;206;8951;Tidak Ada;2
341;206;8952;Tidak Ada;2
342;195;8538;Tidak Ada;2
343;206;8953;Tidak Ada;2
344;206;8957;Tidak Ada;2
345;22;823;Tidak Ada;2
346;195;8539;Tidak Ada;2
347;195;8540;Tidak Ada;2
348;206;8958;Tidak Ada;2
349;206;8959;Tidak Ada;2
350;206;8960;Tidak Ada;2
351;195;8541;Tidak Ada;2
352;206;8961;Tidak Ada;2
353;206;8962;Tidak Ada;2
354;195;8506;Sambutan;2
355;195;8507;Tidak Ada;2
356;206;8963;Tidak Ada;2
357;195;8508;Tidak Ada;2
358;195;8509;Tidak Ada;2
359;195;8510;Tidak Ada;2
360;195;8511;Tidak Ada;2
361;206;8964;Tidak Ada;2
362;206;8965;Tidak Ada;2
363;195;8512;Tidak Ada;2
364;30;1362;Tidak Ada;2
365;195;8513;Tidak Ada;2
366;206;8966;Tidak Ada;2
367;195;8514;Tidak Ada;2
368;30;1363;Tidak Ada;2
369;195;8515;Tidak Ada;2
370;30;1364;Tidak Ada;2
371;206;8967;Tidak Ada;2
372;30;1365;Tidak Ada;2
373;206;8968;Tidak Ada;2
374;195;8516;Tidak Ada;2
375;195;8517;Tidak Ada;2
376;30;1366;Tidak Ada;2
377;195;8518;Tidak Ada;2
378;22;824;Tidak Ada;2
379;195;8519;Tidak Ada;2
380;30;1367;Tidak Ada;2
381;206;8969;Tidak Ada;2
382;195;8520;Tidak Ada;2
383;30;1368;Tidak Ada;2
384;195;8521;Tidak Ada;2
385;206;8970;Tidak Ada;2
386;30;1369;Tidak Ada;2
387;195;8522;Tidak Ada;2
388;206;8971;Tidak Ada;2
389;195;8523;Tidak Ada;2
390;206;8972;Tidak Ada;2
391;206;8973;Tidak Ada;2
392;30;1370;Ekspose Perbenihan dan Sumber daya Genetik Mangga;2
393;22;825;Tidak Ada;2
394;195;8524;Tidak Ada;2
395;195;8525;Tidak Ada;2
396;30;1371;Tidak Ada;2
397;195;8526;Tidak Ada;2
398;206;8974;Tidak Ada;2
399;195;8527;Tidak Ada;2
400;195;8529;Tidak Ada;2
401;195;8531;Tidak Ada;2
402;195;8532;Tidak Ada;2
403;30;1372;Tidak Ada;2
404;195;8533;Tidak Ada;2
405;206;8975;Tidak Ada;2
406;195;8534;Tidak Ada;2
407;195;8535;Tidak Ada;2
408;30;1373;Tidak Ada;2
409;30;1374;Tidak Ada;2
410;206;8976;Tidak Ada;2
411;195;8536;Tidak Ada;2
412;195;8537;Tidak Ada;2
413;206;8977;Tidak Ada;2
414;188;8169;Tidak Ada;2
415;30;1375;Tidak Ada;2
416;206;8978;Tidak Ada;2
417;188;8170;Tidak Ada;2
418;30;1376;Tidak Ada;2
419;188;8171;Tidak Ada;2
420;30;1377;Tidak Ada;2
421;30;1378;Tidak Ada;2
422;188;8172;Tidak Ada;2
423;206;8979;Tidak Ada;2
424;188;8173;Tidak Ada;2
425;30;1379;Tidak Ada;2
426;188;8149;Tidak Ada;2
427;30;1380;Tidak Ada;2
428;206;8980;Tidak Ada;2
429;30;1381;Tidak Ada;2
430;30;1382;Tidak Ada;2
431;206;8981;Tidak Ada;2
432;206;8982;Tidak Ada;2
433;30;1383;Tidak Ada;2
434;100;4136;menyerahkan keketuaan ASEAN kepada Singapura;2
435;30;1384;Tidak Ada;2
436;206;8983;Tidak Ada;2
437;30;1385;Tidak Ada;2
438;188;8150;Tidak Ada;2
439;206;8984;Tidak Ada;2
440;30;1386;Tidak Ada;2
441;206;8985;Tidak Ada;2
442;30;1387;Tidak Ada;2
443;206;8986;Tidak Ada;2
444;188;8151;Tidak Ada;2
445;188;8152;Tidak Ada;2
446;217;9323;Cultural Festival \(BWCF\) 2017;2
447;217;9323;Borobudur Writers;2
448;30;1388;Tidak Ada;2
449;188;8153;Tidak Ada;2
450;22;826;Tidak Ada;2
451;30;1389;Tidak Ada;2
452;217;9324;Gandawyuha dan pencarian religiusitas Agama-agama di Nusantara;2
453;188;8154;Tidak Ada;2
454;217;9325;BWCF 2017;2
455;188;8155;Tidak Ada;2
456;30;1390;Tidak Ada;2
457;217;9326;BWCF ke-6;2
458;30;1391;Tidak Ada;2
459;188;8156;Tidak Ada;2
460;217;9327;Tidak Ada;2
461;188;8157;Tidak Ada;2
462;217;9328;BWCF;2
463;30;1392;Tidak Ada;2
464;188;8158;Tidak Ada;2
465;217;9330;BWFC 2017;2
466;188;8159;Tidak Ada;2
467;188;8160;Tidak Ada;2
468;30;1393;Tidak Ada;2
469;188;8161;Tidak Ada;2
470;188;8162;Tidak Ada;2
471;188;8163;Tidak Ada;2
472;188;8164;Tidak Ada;2
473;188;8165;Tidak Ada;2
474;188;8166;Tidak Ada;2
475;188;8167;Tidak Ada;2
476;188;8168;Tidak Ada;2
477;30;1394;Tidak Ada;2
478;30;1395;Tidak Ada;2
479;210;9099;Tidak Ada;2
480;210;9108;Tidak Ada;2
481;210;9079;Tidak Ada;2
482;30;1396;Tidak Ada;2
483;210;9080;Tidak Ada;2
484;210;9081;Tidak Ada;2
485;210;9082;Tidak Ada;2
486;30;1397;Tidak Ada;2
487;210;9083;Tidak Ada;2
488;30;1398;Tidak Ada;2
489;30;1399;Tidak Ada;2
490;210;9084;Tidak Ada;2
491;210;9085;Tidak Ada;2
492;210;9086;Tidak Ada;2
493;30;1400;Tidak Ada;2
494;30;1401;Tidak Ada;2
495;210;9087;Tidak Ada;2
496;30;1402;Tidak Ada;2
497;45;2090;Tidak Ada;2
498;45;2091;Tidak Ada;2
499;45;2092;Tidak Ada;2
500;45;2094;Tidak Ada;2
501;45;2095;Tidak Ada;2
502;45;2096;Tidak Ada;2
503;45;2097;Tidak Ada;2
504;45;2098;Tidak Ada;2
505;45;2099;Tidak Ada;2
506;215;9281;Tidak Ada;2
507;215;9282;Tidak Ada;2
508;215;9283;Tidak Ada;2
509;215;9284;Tidak Ada;2
510;215;9285;Siaran pers;2
511;215;9286;Tidak Ada;2
512;215;9287;Tidak Ada;2
513;215;9288;Tidak Ada;2
514;215;9290;Tidak Ada;2
515;215;9291;Tidak Ada;2
516;211;9109;Tidak Ada;2
517;211;9110;Tidak Ada;2
518;211;9111;Tidak Ada;2
519;211;9112;Tidak Ada;2
520;211;9113;Tidak Ada;2
521;211;9114;Tidak Ada;2
522;211;9115;Tidak Ada;2
523;211;9116;Tidak Ada;2
524;211;9117;Tidak Ada;2
525;211;9118;Piala Dunia 2018;2
526;211;9119;Tidak Ada;2
527;240;10479;membacakan putusan;2
528;240;10479;pendaftaran parpol peserta Pemilu;2
529;211;9120;Piala AFF U-18;2
530;211;9120;Kualifikasi Piala Asia U-19;2
531;211;9121;Tidak Ada;2
532;211;9122;Tidak Ada;2
533;211;9123;Tidak Ada;2
534;211;9124;Tidak Ada;2
535;211;9125;Tidak Ada;2
536;211;9126;Tidak Ada;2
537;211;9127;Tidak Ada;2
538;211;9128;Tidak Ada;2
539;211;9129;Tidak Ada;2
540;211;9130;Tidak Ada;2
541;211;9131;Tidak Ada;2
542;211;9132;Tidak Ada;2
543;211;9133;Tidak Ada;2
544;211;9134;Tidak Ada;2
545;211;9135;Tidak Ada;2
546;211;9136;Tidak Ada;2
547;211;9137;Tidak Ada;2
548;211;9138;Tidak Ada;2
549;211;9139;Tidak Ada;2
550;211;9140;Piala AFF U-19;2
551;211;9141;Tidak Ada;2
552;211;9142;Piala AFF U-19;2
553;211;9143;Piala Asia U-19;2
554;211;9144;Piala Asia U-19;2
555;211;9145;Piala AFC;2
556;211;9146;Tidak Ada;2
557;211;9147;Tidak Ada;2
558;285;12272;Tidak Ada;2
559;285;12273;Tidak Ada;2
560;285;12274;Tidak Ada;2
561;23;851;MotoGp;2
562;285;12277;Tidak Ada;2
563;285;12278;Tidak Ada;2
564;285;12279;Tidak Ada;2
565;285;12280;Tidak Ada;2
566;23;852;MotoGP;2
567;23;853;Tidak Ada;2
568;23;854;Tidak Ada;2
569;285;12255;Tidak Ada;2
570;23;855;MotoGP;2
571;23;856;Tidak Ada;2
572;199;8683;Tidak Ada;2
573;285;12256;Tidak Ada;2
574;285;12257;Tidak Ada;2
575;199;8684;Tidak Ada;2
576;199;8684;Tidak Ada;2
577;199;8684;Tidak Ada;2
578;23;857;Tidak Ada;2
579;23;858;Tidak Ada;2
580;285;12258;Tidak Ada;2
581;199;8685;Tidak Ada;2
582;23;859;Tidak Ada;2
583;285;12259;mengungsi;2
584;23;860;Tidak Ada;2
585;109;4454;Tidak Ada;2
586;199;8686;Tidak Ada;2
587;109;4455;film Nina Bobo Untuk Bobby;2
588;285;12260;Tidak Ada;2
589;23;861;Tidak Ada;2
590;23;862;Tidak Ada;2
591;23;863;Tidak Ada;2
592;285;12261;Tidak Ada;2
593;285;12262;Tidak Ada;2
594;285;12263;Tidak Ada;2
595;285;12264;Tidak Ada;2
596;285;12265;Tidak Ada;2
597;285;12266;Tidak Ada;2
598;285;12267;Tidak Ada;2
599;285;12268;Tidak Ada;2
600;285;12269;Tidak Ada;2
601;285;12270;Tidak Ada;2
602;285;12271;Tidak Ada;2
603;310;13336;Tidak Ada;2
604;310;13299;Tidak Ada;2
605;310;13300;Tidak Ada;2
606;310;13301;Tidak Ada;2
607;310;13302;Tidak Ada;2
608;310;13303;Tidak Ada;2
609;310;13304;Tidak Ada;2
610;310;13305;Tidak Ada;2
611;310;13306;Tidak Ada;2
612;310;13307;Tidak Ada;2
613;310;13308;Tidak Ada;2
614;310;13308;Tidak Ada;2
615;310;13309;Tidak Ada;2
616;310;13309;Tidak Ada;2
617;310;13310;Tidak Ada;2
618;211;9148;Tidak Ada;2
619;310;13312;Tidak Ada;2
620;211;9149;Tidak Ada;2
621;109;4456;Tidak Ada;2
622;211;9150;Tidak Ada;2
623;310;13313;Tidak Ada;2
624;211;9151;Piala AFC 2014;2
625;109;4457;Tidak Ada;2
626;15;579;Tidak Ada;2
627;211;9151;Turnamen Toulon 2017;2
628;35;1570;Tidak Ada;2
629;310;13314;Tidak Ada;2
630;240;10480;Tidak Ada;2
631;310;13315;Tidak Ada;2
632;211;9152;Tidak Ada;2
633;15;580;Tidak Ada;2
634;310;13316;Tidak Ada;2
635;240;10481;Pemilihan Kepala Daerah;2
636;199;8666;kampanye Gerakan Stop Perkawinan Anak;2
637;310;13317;Tidak Ada;2
638;199;8666;kampanye Gerakan Stop Perkawinan Anak;2
639;310;13318;Tidak Ada;2
640;109;4458;Tidak Ada;2
641;211;9153;Tidak Ada;2
642;310;13319;Tidak Ada;2
643;109;4459;Tolerance Film Festival;2
644;109;4459;Tidak Ada;2
645;211;9154;Tidak Ada;2
646;310;13321;Tidak Ada;2
647;211;9155;Tidak Ada;2
648;240;10482;Pemilihan Umum Legislatif dan Presiden;2
649;211;9156;Piala AFF U-19;2
650;310;13323;Tidak Ada;2
651;199;8667;Hari Anak Internasional;2
652;211;9157;Tidak Ada;2
653;15;581;Tidak Ada;2
654;211;9158;Tidak Ada;2
655;310;13324;Tidak Ada;2
656;109;4460;Tolerance Film Festival;2
657;109;4460;Tidak Ada;2
658;211;9159;Tidak Ada;2
659;211;9160;Piala Dunia;2
660;240;10483;Tidak Ada;2
661;310;13325;Tidak Ada;2
662;211;9161;Piala Dunia;2
663;211;9161;Piala AFC U-19;2
664;310;13326;Tidak Ada;2
665;211;9162;Tidak Ada;2
666;240;10484;Tidak Ada;2
667;211;9163;Tidak Ada;2
668;211;9164;Tidak Ada;2
669;211;9165;Piala Dunia 2022;2
670;310;13327;Tidak Ada;2
671;240;10485;Tidak Ada;2
672;211;9166;Tidak Ada;2
673;15;583;Tidak Ada;2
674;211;9167;Tidak Ada;2
675;310;13328;Tidak Ada;2
676;240;10486;Tidak Ada;2
677;310;13329;Tidak Ada;2
678;211;9168;Tidak Ada;2
679;240;10487;Tidak Ada;2
680;15;587;Survei Sosial Ekonomi Nasional;2
681;211;9169;Tidak Ada;2
682;15;587;Susenas;2
683;15;587;Tidak Ada;2
684;109;4461;International Day of Tolerance;2
685;109;4461;Tolerance Film Festival;2
686;211;9170;Tidak Ada;2
687;310;13330;Tidak Ada;2
688;211;9171;Tidak Ada;2
689;240;10488;Tidak Ada;2
690;310;13331;Tidak Ada;2
691;211;9172;Tidak Ada;2
692;240;10489;Tidak Ada;2
693;15;588;Tidak Ada;2
694;310;13332;Tidak Ada;2
695;211;9173;Tidak Ada;2
696;211;9174;Tidak Ada;2
697;240;10490;Tidak Ada;2
698;3;92;Honda Jazz Brio Tuning Contest 2017\.;2
699;3;92;Tidak Ada;2
700;310;13333;Tidak Ada;2
701;214;9233;Tidak Ada;2
702;240;10491;Tidak Ada;2
703;310;13334;Tidak Ada;2
704;3;93;Honda Jazz Tuning Contest;2
705;240;10492;Hoax;2
706;3;93;Honda Brio Tuning Contest 2017;2
707;310;13335;Tidak Ada;2
708;3;94;Honda Jazz Tuning Contest \(JTC\);2
709;3;94;Honda Jazz Tuning Contest;2
710;3;94;\(JTC\);2
711;3;94;Honda Jazz Tuning Contest \(JTC\);2
712;3;95;Honda Brio Tuning Contest \(BTC\);2
713;3;95;Honda Brio Tuning Contest;2
714;3;95;\(BTC\);2
715;292;12497;Tidak Ada;2
716;292;12498;Tidak Ada;2
717;3;96;Honda Jazz Brio Tuning Contest;2
718;3;96;Honda Jazz Brio Tuning Contest \(JBTC\);2
719;3;96;\(JBTC\);2
720;292;12499;Tidak Ada;2
721;292;12500;Tidak Ada;2
722;3;97;Tidak Ada;2
723;214;9234;Tidak Ada;2
724;292;12501;Tidak Ada;2
725;23;851;Tidak Ada;2
726;214;9235;Tidak Ada;2
727;3;98;Tidak Ada;2
728;292;12502;Tidak Ada;2
729;214;9236;Tidak Ada;2
730;214;9237;Tidak Ada;2
731;214;9238;Tidak Ada;2
732;292;12503;Tidak Ada;2
733;214;9239;Tidak Ada;2
734;3;99;Tidak Ada;2
735;214;9240;Tidak Ada;2
736;292;12504;Tidak Ada;2
737;214;9241;Tidak Ada;2
738;214;9242;Tidak Ada;2
739;292;12505;Tidak Ada;2
740;3;100;Honda Jazz Brio Tuning Contest;2
741;292;12506;Tidak Ada;2
742;214;9243;Tidak Ada;2
743;240;10493;Pilkada;2
744;292;12507;Tidak Ada;2
745;292;12508;Tidak Ada;2
746;214;9244;Tidak Ada;2
747;3;101;Tidak Ada;2
748;240;10494;Tidak Ada;2
749;214;9245;Tidak Ada;2
750;240;10495;Kampanye;2
751;292;12509;Tidak Ada;2
752;214;9246;Tidak Ada;2
753;214;9247;Tidak Ada;2
754;292;12510;Tidak Ada;2
755;292;12510;Tidak Ada;2
756;292;12510;Tidak Ada;2
757;214;9248;Tidak Ada;2
758;292;12511;Tidak Ada;2
759;214;9249;Tidak Ada;2
760;214;9250;Tidak Ada;2
761;292;12512;Tidak Ada;2
762;214;9251;Tidak Ada;2
763;292;12513;Tidak Ada;2
764;214;9252;Tidak Ada;2
765;292;12514;Tidak Ada;2
766;214;9253;Tidak Ada;2
767;214;9254;Tidak Ada;2
768;292;12515;Tidak Ada;2
769;214;9255;Tidak Ada;2
770;292;12516;Tidak Ada;2
771;214;9256;Tidak Ada;2
772;214;9257;Tidak Ada;2
773;292;12517;Tidak Ada;2
774;214;9258;Tidak Ada;2
775;292;12518;Tidak Ada;2
776;214;9259;Tidak Ada;2
777;292;12519;Tidak Ada;2
778;214;9260;Tidak Ada;2
779;292;12520;Tidak Ada;2
780;292;12521;Tidak Ada;2
781;292;12521;Tidak Ada;2
782;292;12522;Tidak Ada;2
783;292;12523;Tidak Ada;2
784;292;12524;Tidak Ada;2
785;292;12525;Tidak Ada;2
786;292;12526;Tidak Ada;2
787;292;12527;Tidak Ada;2
788;292;12528;Tidak Ada;2
789;292;12529;Tidak Ada;2
790;292;12530;Tidak Ada;2
791;292;12531;Tidak Ada;2
792;292;12532;Tidak Ada;2
793;292;12533;Tidak Ada;2
794;267;11612;Tidak Ada;2
795;267;11613;Tidak Ada;2
796;267;11614;Tidak Ada;2
797;267;11615;Tidak Ada;1
798;267;11616;Tidak Ada;1
799;27;1265;Tidak Ada;1
800;240;10496;kampanye;2
