"id_waktu";"id_berita";"id_kalimat";"waktu";"isValid";"id_submitter";"date_submit";"time_submit"
"38";"15";"580";"Tidak Ada";"2";"32";"2018-08-24";"23:40:35"
"39";"15";"581";"Tidak Ada";"2";"32";"2018-08-24";"23:43:19"
"40";"3";"107";"Tidak Ada";"2";"48";"2018-08-24";"23:44:02"
"41";"3";"108";"Setelah";"2";"48";"2018-08-24";"23:44:24"
"42";"15";"583";"Tidak Ada";"2";"32";"2018-08-24";"23:47:08"
"43";"3";"109";"Tidak Ada";"2";"48";"2018-08-24";"23:48:50"
"44";"3";"110";"Sabtu (11/11)";"2";"48";"2018-08-24";"23:49:13"
"45";"15";"587";"Maret 2016";"2";"32";"2018-08-24";"23:50:05"
"46";"15";"588";"Tidak Ada";"2";"32";"2018-08-24";"23:52:57"
"47";"3";"111";"Tidak Ada";"2";"48";"2018-08-24";"23:53:51"
"48";"3";"92";"2017";"2";"32";"2018-08-24";"23:58:08"
"49";"3";"112";"Tidak Ada";"2";"48";"2018-08-25";"00:05:30"
"50";"3";"113";"Tidak Ada";"2";"48";"2018-08-25";"00:07:45"
"51";"3";"114";"Tidak Ada";"2";"48";"2018-08-25";"00:10:16"
"52";"3";"115";"Tidak Ada";"2";"48";"2018-08-25";"00:11:13"
"53";"3";"116";"Tidak Ada";"2";"48";"2018-08-25";"00:13:08"
"54";"3";"117";"Tidak Ada";"2";"48";"2018-08-25";"00:15:45"
"55";"3";"118";"Tidak Ada";"2";"48";"2018-08-25";"00:17:01"
"56";"109";"4445";"Selasa (14/11/2017)";"2";"31";"2018-08-25";"13:25:04"
"57";"109";"4446";"Tidak Ada";"2";"31";"2018-08-25";"13:36:59"
"58";"109";"4447";"Tidak Ada";"2";"31";"2018-08-25";"13:51:43"
"59";"21";"777";"Tidak Ada";"2";"31";"2018-08-25";"14:32:22"
"60";"21";"778";"Tidak Ada";"2";"31";"2018-08-25";"14:34:22"
"61";"21";"779";"Tidak Ada";"2";"31";"2018-08-25";"14:35:43"
"62";"21";"780";"Tidak Ada";"2";"31";"2018-08-25";"14:37:32"
"63";"21";"781";"Tidak Ada";"2";"31";"2018-08-25";"14:42:49"
"64";"21";"782";"Tidak Ada";"2";"31";"2018-08-25";"14:44:51"
"65";"21";"783";"7 dan 8 November 2017";"2";"31";"2018-08-25";"14:46:55"
"66";"21";"784";"Tidak Ada";"2";"31";"2018-08-25";"14:48:36"
"67";"21";"785";"Tidak Ada";"2";"31";"2018-08-25";"14:50:49"
"68";"21";"786";"Tidak Ada";"2";"31";"2018-08-25";"14:51:56"
"69";"21";"787";"Tidak Ada";"2";"31";"2018-08-25";"14:52:45"
"70";"21";"788";"Tidak Ada";"2";"31";"2018-08-25";"14:53:38"
"71";"21";"789";"Tidak Ada";"2";"31";"2018-08-25";"14:58:10"
"72";"21";"790";"Tidak Ada";"2";"31";"2018-08-25";"14:59:14"
"73";"21";"791";"tahun 1980";"2";"31";"2018-08-25";"14:59:55"
"74";"21";"792";"Tidak Ada";"2";"31";"2018-08-25";"15:01:25"
"75";"21";"793";"Tidak Ada";"2";"31";"2018-08-25";"15:02:56"
"76";"21";"794";"Tidak Ada";"2";"31";"2018-08-25";"15:04:07"
"77";"21";"795";"Tidak Ada";"2";"31";"2018-08-25";"15:05:24"
"78";"21";"796";"Tidak Ada";"2";"31";"2018-08-25";"15:06:20"
"79";"21";"797";"Tidak Ada";"2";"31";"2018-08-25";"15:07:20"
"80";"21";"798";"Tidak Ada";"2";"31";"2018-08-25";"15:08:21"
"81";"21";"799";"Tidak Ada";"2";"31";"2018-08-25";"15:14:16"
"82";"21";"800";"Tidak Ada";"2";"31";"2018-08-25";"15:15:11"
"83";"21";"801";"Tidak Ada";"2";"31";"2018-08-25";"15:16:55"
"84";"21";"802";"Tidak Ada";"2";"31";"2018-08-25";"15:17:40"
"85";"23";"852";"Minggu (12/11/2017)";"2";"35";"2018-08-25";"15:54:46"
"86";"23";"853";"Tidak Ada";"2";"35";"2018-08-25";"16:02:31"
"87";"23";"854";"Tidak Ada";"2";"35";"2018-08-25";"16:04:43"
"88";"23";"855";"lima tahun";"2";"35";"2018-08-25";"16:06:43"
"89";"23";"856";"Tidak Ada";"2";"35";"2018-08-25";"16:10:32"
"90";"23";"857";"1965";"2";"35";"2018-08-25";"16:12:32"
"91";"23";"858";"Tidak Ada";"2";"35";"2018-08-25";"16:14:55"
"92";"23";"859";"2004";"2";"35";"2018-08-25";"16:15:50"
"93";"23";"860";"Tidak Ada";"2";"35";"2018-08-25";"16:25:00"
"94";"109";"4445";"Selasa (14/11/2017)";"2";"32";"2018-08-25";"16:43:27"
"95";"109";"4446";"Tidak Ada";"2";"32";"2018-08-25";"16:49:28"
"96";"109";"4447";"Tidak Ada";"2";"32";"2018-08-25";"16:50:24"
"97";"109";"4448";"masa Perang Dunia II";"2";"32";"2018-08-25";"16:52:05"
"98";"109";"4449";"Tidak Ada";"2";"32";"2018-08-25";"16:53:37"
"99";"109";"4450";"Tidak Ada";"2";"32";"2018-08-25";"16:58:14"
"100";"23";"861";"Tidak Ada";"2";"35";"2018-08-25";"16:58:16"
"101";"23";"862";"delapan tahun terakhir";"2";"35";"2018-08-25";"16:58:47"
"102";"109";"4451";"Tidak Ada";"2";"32";"2018-08-25";"16:59:49"
"103";"109";"4452";"1942-1945";"2";"32";"2018-08-25";"17:02:42"
"104";"109";"4453";"Tidak Ada";"2";"32";"2018-08-25";"17:06:01"
"105";"23";"863";"75 tahun";"2";"35";"2018-08-25";"17:21:17"
"106";"23";"863";"69 tahun";"2";"35";"2018-08-25";"17:21:30"
"107";"23";"864";"Tidak Ada";"2";"35";"2018-08-25";"17:24:28"
"108";"23";"865";"Tidak Ada";"2";"35";"2018-08-25";"17:28:48"
"109";"23";"866";"Tidak Ada";"2";"35";"2018-08-25";"17:32:57"
"110";"23";"867";"Tidak Ada";"2";"35";"2018-08-25";"17:36:31"
"111";"23";"868";"Tidak Ada";"2";"35";"2018-08-25";"17:38:19"
"112";"23";"869";"Tidak Ada";"2";"35";"2018-08-25";"17:41:05"
"113";"35";"1566";"31/10/2017";"2";"34";"2018-08-27";"11:07:09"
"114";"35";"1566";"Minggu, 12 November 2017";"2";"34";"2018-08-27";"11:07:27"
"115";"35";"1566";"1997";"2";"34";"2018-08-27";"11:11:20"
"116";"35";"1567";"Tidak Ada";"2";"34";"2018-08-27";"11:21:26"
"117";"35";"1568";"Tidak Ada";"2";"34";"2018-08-27";"11:23:50"
"118";"35";"1569";"Tidak Ada";"2";"34";"2018-08-27";"11:25:27"
"119";"35";"1570";"31/10/2017";"2";"34";"2018-08-27";"11:26:12"
"120";"197";"8572";"Tidak Ada";"2";"35";"2018-08-27";"13:21:14"
"121";"22";"842";"Tidak Ada";"2";"37";"2018-08-27";"17:23:59"
"122";"22";"843";"Tidak Ada";"2";"37";"2018-08-27";"17:37:48"
"123";"22";"844";"Tidak Ada";"2";"37";"2018-08-27";"17:55:09"
"124";"22";"845";"Tidak Ada";"2";"37";"2018-08-27";"17:56:48"
"125";"22";"846";"Tidak Ada";"2";"37";"2018-08-27";"18:00:32"
"126";"23";"870";"Tidak Ada";"2";"35";"2018-08-27";"18:05:13"
"127";"197";"8572";"Tidak Ada";"2";"40";"2018-08-27";"18:11:59"
"128";"197";"8573";"Tidak Ada";"2";"40";"2018-08-27";"18:16:07"
"129";"197";"8574";"Tidak Ada";"2";"40";"2018-08-27";"18:18:20"
"130";"23";"871";"Tidak Ada";"2";"35";"2018-08-27";"18:26:18"
"131";"23";"872";"Tidak Ada";"2";"35";"2018-08-27";"18:34:16"
"132";"197";"8575";"Tidak Ada";"2";"40";"2018-08-27";"18:36:57"
"133";"197";"8578";"Nov 13, 2017. Pukul 8:30";"2";"40";"2018-08-27";"18:38:24"
"134";"197";"8579";"Tidak Ada";"2";"40";"2018-08-27";"18:48:05"
"135";"197";"8580";"Tidak Ada";"2";"40";"2018-08-27";"18:51:15"
"136";"197";"8581";"Tidak Ada";"2";"40";"2018-08-27";"18:52:54"
"137";"22";"847";"tahun 2018";"2";"37";"2018-08-27";"18:55:20"
"138";"22";"847";"Rabu (8/11)";"2";"37";"2018-08-27";"18:55:33"
"139";"23";"873";"Tidak Ada";"2";"35";"2018-08-27";"19:05:30"
"140";"22";"848";"Tidak Ada";"2";"37";"2018-08-27";"19:05:52"
"141";"22";"849";"Tidak Ada";"2";"37";"2018-08-27";"19:11:29"
"142";"100";"4134";"Tidak Ada";"2";"50";"2018-08-27";"19:18:44"
"143";"23";"874";"Tidak Ada";"2";"35";"2018-08-27";"19:19:09"
"144";"22";"850";"Tidak Ada";"2";"37";"2018-08-27";"19:30:33"
"145";"199";"8666";"Senin (20/11/2017)";"2";"57";"2018-08-27";"19:31:46"
"146";"199";"8667";"Senin (20/11/2017)";"2";"57";"2018-08-27";"19:36:01"
"147";"199";"8668";"tahun ini";"2";"57";"2018-08-27";"19:42:20"
"148";"199";"8669";"Tidak Ada";"2";"57";"2018-08-27";"19:49:09"
"149";"199";"8670";"Tidak Ada";"2";"57";"2018-08-27";"19:53:50"
"150";"199";"8671";"Tidak Ada";"2";"57";"2018-08-27";"20:00:10"
"151";"199";"8672";"Tidak Ada";"2";"57";"2018-08-27";"20:04:25"
"152";"199";"8673";"Tidak Ada";"2";"57";"2018-08-27";"20:09:02"
"153";"199";"8674";"3 November";"2";"57";"2018-08-27";"20:12:03"
"154";"199";"8674";"Desember";"2";"57";"2018-08-27";"20:12:17"
"155";"199";"8675";"Tidak Ada";"2";"57";"2018-08-27";"20:16:37"
"156";"199";"8676";"Tidak Ada";"2";"57";"2018-08-27";"20:20:16"
"157";"199";"8677";"Tidak Ada";"2";"57";"2018-08-27";"20:25:34"
"158";"22";"810";"Tidak Ada";"2";"37";"2018-08-27";"20:28:48"
"159";"199";"8678";"Tidak Ada";"2";"57";"2018-08-27";"20:39:52"
"160";"199";"8679";"Tidak Ada";"2";"57";"2018-08-27";"20:48:05"
"161";"199";"8680";"November 20, 2017";"2";"57";"2018-08-27";"20:52:19"
"162";"199";"8681";"Tidak Ada";"2";"57";"2018-08-27";"20:55:21"
"163";"199";"8682";"Tidak Ada";"2";"57";"2018-08-27";"20:59:57"
"164";"199";"8683";"Tidak Ada";"2";"57";"2018-08-27";"21:03:39"
"165";"199";"8684";"November 20, 2017";"2";"57";"2018-08-27";"21:14:24"
"166";"199";"8685";"Tidak Ada";"2";"57";"2018-08-27";"21:23:17"
"167";"199";"8686";"periode 2016";"2";"57";"2018-08-27";"21:30:14"
"168";"199";"8686";"periode 2011";"2";"57";"2018-08-27";"21:30:29"
"169";"199";"8687";"pada 2016";"2";"57";"2018-08-27";"21:36:11"
"170";"199";"8687";"periode 2011";"2";"57";"2018-08-27";"21:36:28"
"171";"199";"8688";"2016";"2";"57";"2018-08-27";"21:47:41"
"172";"199";"8688";"2011";"2";"57";"2018-08-27";"21:47:46"
"173";"199";"8689";"Tidak Ada";"2";"57";"2018-08-27";"21:54:42"
"174";"199";"8690";"Tidak Ada";"2";"57";"2018-08-27";"21:58:40"
"175";"199";"8691";"dalam 6 tahun";"2";"57";"2018-08-27";"22:07:34"
"176";"199";"8692";"Tidak Ada";"2";"57";"2018-08-27";"22:11:22"
"177";"199";"8693";"Tidak Ada";"2";"57";"2018-08-27";"22:14:36"
"178";"199";"8694";"Tidak Ada";"2";"57";"2018-08-27";"22:20:49"
"179";"199";"8695";"Tidak Ada";"2";"57";"2018-08-27";"22:24:24"
"180";"22";"811";"Tidak Ada";"2";"37";"2018-08-27";"22:26:40"
"181";"199";"8696";"Tidak Ada";"2";"57";"2018-08-27";"22:29:40"
"182";"22";"812";"Tidak Ada";"2";"37";"2018-08-27";"22:42:19"
"183";"22";"813";"Tidak Ada";"2";"37";"2018-08-27";"22:47:20"
"184";"199";"8697";"20 November 2017";"2";"57";"2018-08-27";"22:55:13"
"185";"199";"8698";"Tidak Ada";"2";"57";"2018-08-27";"22:59:19"
"186";"22";"814";"Tidak Ada";"2";"37";"2018-08-27";"23:03:20"
"187";"199";"8699";"Tidak Ada";"2";"57";"2018-08-27";"23:03:23"
"188";"199";"8700";"setiap hari";"2";"57";"2018-08-27";"23:05:33"
"189";"199";"8701";"Tidak Ada";"2";"57";"2018-08-27";"23:07:51"
"190";"199";"8702";"Tidak Ada";"2";"57";"2018-08-27";"23:12:11"
"191";"199";"8703";"2016";"2";"57";"2018-08-27";"23:23:53"
"192";"199";"8704";"Tidak Ada";"2";"57";"2018-08-27";"23:27:20"
"193";"22";"815";"Tidak Ada";"2";"37";"2018-08-27";"23:28:44"
"194";"199";"8705";"Tidak Ada";"2";"57";"2018-08-27";"23:29:34"
"195";"199";"8706";"masa remaja";"2";"57";"2018-08-27";"23:32:21"
"196";"199";"8707";"Tidak Ada";"2";"57";"2018-08-27";"23:34:24"
"197";"199";"8708";"Tidak Ada";"2";"57";"2018-08-27";"23:36:10"
"198";"199";"8709";"Tidak Ada";"2";"57";"2018-08-27";"23:38:31"
"199";"199";"8710";"Tidak Ada";"2";"57";"2018-08-27";"23:42:43"
"200";"199";"8711";"senin";"2";"57";"2018-08-27";"23:48:15"
"201";"199";"8712";"Tidak Ada";"2";"57";"2018-08-27";"23:54:08"
"202";"199";"8713";"Tidak Ada";"2";"57";"2018-08-27";"23:56:53"
"203";"22";"816";"Tidak Ada";"2";"37";"2018-08-28";"00:01:32"
"204";"199";"8714";"Tidak Ada";"2";"57";"2018-08-28";"00:02:43"
"205";"22";"817";"Tidak Ada";"2";"37";"2018-08-28";"00:04:33"
"206";"199";"8715";"Tidak Ada";"2";"57";"2018-08-28";"00:07:59"
"207";"199";"8716";"Tidak Ada";"2";"57";"2018-08-28";"00:10:53"
"208";"199";"8717";"Tidak Ada";"2";"57";"2018-08-28";"00:12:51"
"209";"199";"8718";"Tidak Ada";"2";"57";"2018-08-28";"00:15:07"
"210";"199";"8719";"Tidak Ada";"2";"57";"2018-08-28";"00:19:13"
"211";"199";"8720";"Tidak Ada";"2";"57";"2018-08-28";"00:22:27"
"212";"199";"8721";"Tidak Ada";"2";"57";"2018-08-28";"00:26:39"
"213";"199";"8722";"Tidak Ada";"2";"57";"2018-08-28";"00:29:32"
"214";"199";"8723";"Tidak Ada";"2";"57";"2018-08-28";"00:32:32"
"215";"199";"8724";"Tidak Ada";"2";"57";"2018-08-28";"00:35:31"
"216";"199";"8725";"Sejauh ini";"2";"57";"2018-08-28";"00:38:59"
"217";"199";"8726";"Tidak Ada";"2";"57";"2018-08-28";"00:41:34"
"218";"199";"8727";"2030";"2";"57";"2018-08-28";"00:44:01"
"219";"199";"8727";"2045";"2";"57";"2018-08-28";"00:44:07"
"220";"215";"9293";"20 tahun";"2";"57";"2018-08-28";"01:21:50"
"221";"22";"818";"Tidak Ada";"2";"37";"2018-08-28";"01:25:22"
"222";"22";"819";"Tidak Ada";"2";"37";"2018-08-28";"01:27:22"
"223";"199";"8666";"Senin (20/11/2017)";"2";"62";"2018-08-28";"10:31:30"
"224";"199";"8666";"Senin (20/11/2017)";"2";"62";"2018-08-28";"10:31:50"
"225";"199";"8667";"Senin (20/11/2017)";"2";"62";"2018-08-28";"10:36:36"
"226";"199";"8668";"tahun ini";"2";"62";"2018-08-28";"10:40:06"
"227";"199";"8669";"Tidak Ada";"2";"62";"2018-08-28";"10:44:56"
"228";"215";"9263";"Minggu (19/11/2017)";"2";"57";"2018-08-28";"11:00:43"
"229";"199";"8670";"Tidak Ada";"2";"62";"2018-08-28";"11:08:56"
"230";"199";"8671";"Tidak Ada";"2";"62";"2018-08-28";"11:16:09"
"231";"215";"9264";"Senin";"2";"57";"2018-08-28";"11:16:18"
"232";"199";"8672";"Tidak Ada";"2";"62";"2018-08-28";"11:18:51"
"233";"199";"8673";"Tidak Ada";"2";"62";"2018-08-28";"11:21:05"
"234";"199";"8674";"3 November";"2";"62";"2018-08-28";"11:23:02"
"235";"199";"8674";"Desember";"2";"62";"2018-08-28";"11:23:11"
"236";"199";"8675";"Tidak Ada";"2";"62";"2018-08-28";"11:26:41"
"237";"215";"9265";"Minggu (19/11/2017)";"2";"57";"2018-08-28";"11:27:46"
"238";"199";"8676";"Tidak Ada";"2";"62";"2018-08-28";"11:29:54"
"239";"215";"9266";"Kamis (16/11) malam";"2";"57";"2018-08-28";"11:30:06"
"240";"215";"9267";"Tidak Ada";"2";"57";"2018-08-28";"11:32:06"
"241";"199";"8677";"Tidak Ada";"2";"62";"2018-08-28";"11:32:25"
"242";"199";"8678";"Tidak Ada";"2";"62";"2018-08-28";"11:33:58"
"243";"215";"9268";"9 Desember 2017";"2";"57";"2018-08-28";"11:34:21"
"244";"215";"9269";"Tidak Ada";"2";"57";"2018-08-28";"11:36:38"
"245";"215";"9270";"Tidak Ada";"2";"57";"2018-08-28";"11:39:15"
"246";"199";"8679";"Tidak Ada";"2";"62";"2018-08-28";"11:41:26"
"247";"215";"9271";"Tidak Ada";"2";"57";"2018-08-28";"11:42:17"
"248";"199";"8680";"November 20, 2017";"2";"62";"2018-08-28";"11:43:55"
"249";"215";"9272";"Tidak Ada";"2";"57";"2018-08-28";"11:44:09"
"250";"215";"9273";"Jumat (17/11)";"2";"57";"2018-08-28";"11:46:01"
"251";"199";"8681";"Tidak Ada";"2";"62";"2018-08-28";"11:47:27"
"252";"215";"9274";"Tidak Ada";"2";"57";"2018-08-28";"11:47:48"
"253";"199";"8682";"18 tahun";"2";"62";"2018-08-28";"11:49:29"
"254";"215";"9275";"Tidak Ada";"2";"57";"2018-08-28";"11:50:09"
"255";"21";"803";"Tidak Ada";"2";"31";"2018-08-28";"16:36:50"
"256";"21";"804";"Tidak Ada";"2";"31";"2018-08-28";"16:37:50"
"257";"21";"805";"Tidak Ada";"2";"31";"2018-08-28";"16:38:42"
"258";"21";"806";"Tidak Ada";"2";"31";"2018-08-28";"16:39:16"
"259";"21";"807";"Tidak Ada";"2";"31";"2018-08-28";"16:40:12"
"260";"21";"808";"Tidak Ada";"2";"31";"2018-08-28";"16:42:56"
"261";"21";"809";"Tidak Ada";"2";"31";"2018-08-28";"16:44:00"
"262";"179";"7695";"Jumat (17/11)";"2";"31";"2018-08-28";"16:44:34"
"263";"179";"7696";"Tidak Ada";"2";"31";"2018-08-28";"16:46:52"
"264";"179";"7697";"Jumat (17/11/2017) siang";"2";"31";"2018-08-28";"16:47:45"
"265";"179";"7698";"Tidak Ada";"2";"31";"2018-08-28";"16:50:19"
"266";"179";"7699";"Tidak Ada";"2";"31";"2018-08-28";"16:54:15"
"267";"179";"7700";"Tidak Ada";"2";"31";"2018-08-28";"16:55:50"
"268";"179";"7701";"Tidak Ada";"2";"31";"2018-08-28";"16:56:59"
"269";"179";"7702";"Kamis (17/11/2017) malam";"2";"31";"2018-08-28";"16:58:00"
"270";"179";"7703";"Tidak Ada";"2";"31";"2018-08-28";"16:59:27"
"271";"179";"7704";"Tidak Ada";"2";"31";"2018-08-28";"17:00:18"
"272";"179";"7705";"Minggu (12/11/2017)";"2";"31";"2018-08-28";"17:00:51"
"273";"179";"7706";"Tidak Ada";"2";"31";"2018-08-28";"17:03:26"
"274";"215";"9276";"Jumat";"2";"57";"2018-08-28";"17:04:52"
"275";"179";"7707";"Tidak Ada";"2";"31";"2018-08-28";"17:05:23"
"276";"179";"7708";"Tidak Ada";"2";"31";"2018-08-28";"17:06:57"
"277";"215";"9277";"Tidak Ada";"2";"57";"2018-08-28";"17:07:41"
"278";"215";"9278";"Tidak Ada";"2";"57";"2018-08-28";"17:09:48"
"279";"215";"9280";"Tidak Ada";"2";"57";"2018-08-28";"17:11:30"
"280";"179";"7709";"Tidak Ada";"2";"31";"2018-08-28";"17:14:56"
"281";"179";"7710";"Tidak Ada";"2";"31";"2018-08-28";"17:15:55"
"282";"179";"7711";"Tidak Ada";"2";"31";"2018-08-28";"17:17:13"
"283";"179";"7712";"Tidak Ada";"2";"31";"2018-08-28";"17:23:15"
"284";"179";"7713";"Tidak Ada";"2";"31";"2018-08-28";"17:24:03"
"285";"179";"7714";"Tidak Ada";"2";"31";"2018-08-28";"17:28:21"
"286";"179";"7715";"Tidak Ada";"2";"31";"2018-08-28";"17:30:32"
"287";"179";"7716";"Sabtu (21/10/2017)";"2";"31";"2018-08-28";"17:31:20"
"288";"179";"7717";"Rabu (15/11/2017)";"2";"31";"2018-08-28";"17:34:12"
"289";"179";"7718";"Rabu dini hari";"2";"31";"2018-08-28";"17:35:31"
"290";"179";"7719";"Jumat (17/11/2017)";"2";"31";"2018-08-28";"17:39:14"
"291";"179";"7720";"Sabtu (18/11/2017)";"2";"31";"2018-08-28";"17:42:51"
"292";"3";"98";"Tidak Ada";"2";"2";"2018-08-28";"17:45:45"
"293";"3";"99";"Tidak Ada";"2";"2";"2018-08-28";"17:49:07"
"294";"179";"7721";"Jumat pagi";"2";"31";"2018-08-28";"17:53:00"
"295";"179";"7722";"Tidak Ada";"2";"31";"2018-08-28";"17:56:29"
"296";"179";"7723";"Tidak Ada";"2";"31";"2018-08-28";"17:57:18"
"297";"179";"7724";"Tidak Ada";"2";"31";"2018-08-28";"17:58:11"
"298";"179";"7725";"Tidak Ada";"2";"31";"2018-08-28";"18:01:27"
"299";"179";"7726";"Tidak Ada";"2";"31";"2018-08-28";"18:03:46"
"300";"179";"7727";"Tidak Ada";"2";"31";"2018-08-28";"18:05:46"
"301";"179";"7728";"Tidak Ada";"2";"31";"2018-08-28";"18:07:03"
"302";"179";"7729";"Tidak Ada";"2";"31";"2018-08-28";"18:10:41"
"303";"179";"7730";"Tidak Ada";"2";"31";"2018-08-28";"18:11:39"
"304";"179";"7731";"Tidak Ada";"2";"31";"2018-08-28";"18:22:58"
"305";"179";"7732";"Tidak Ada";"2";"31";"2018-08-28";"18:23:51"
"306";"179";"7733";"Tidak Ada";"2";"31";"2018-08-28";"18:26:28"
"307";"179";"7734";"Tidak Ada";"2";"31";"2018-08-28";"18:27:28"
"308";"179";"7735";"Tidak Ada";"2";"31";"2018-08-28";"18:28:37"
"309";"179";"7736";"Tidak Ada";"2";"31";"2018-08-28";"18:29:15"
"310";"179";"7737";"Tidak Ada";"2";"31";"2018-08-28";"18:29:47"
"311";"179";"7738";"Tidak Ada";"2";"31";"2018-08-28";"18:31:06"
"312";"179";"7739";"Tidak Ada";"2";"31";"2018-08-28";"18:31:41"
"313";"179";"7740";"Tidak Ada";"2";"31";"2018-08-28";"18:32:30"
"314";"197";"8582";"Tidak Ada";"2";"40";"2018-08-28";"19:35:07"
"315";"197";"8583";"Tidak Ada";"2";"40";"2018-08-28";"19:36:09"
"316";"197";"8584";"Tidak Ada";"2";"40";"2018-08-28";"19:38:29"
"317";"197";"8585";"Tidak Ada";"2";"40";"2018-08-28";"19:42:27"
"318";"197";"8586";"Tidak Ada";"2";"40";"2018-08-28";"19:44:35"
"319";"197";"8587";"Tidak Ada";"2";"40";"2018-08-28";"19:49:15"
"320";"197";"8588";"Tidak Ada";"2";"40";"2018-08-28";"19:52:43"
"321";"100";"4135";"Desember 2016";"2";"50";"2018-08-28";"19:55:20"
"322";"197";"8589";"Tidak Ada";"2";"40";"2018-08-28";"19:55:58"
"323";"197";"8590";"Okt 18, 2017 pada 4:14";"2";"40";"2018-08-28";"19:57:27"
"324";"197";"8591";"Tidak Ada";"2";"40";"2018-08-28";"20:03:27"
"325";"197";"8592";"Tidak Ada";"2";"40";"2018-08-28";"20:04:36"
"326";"22";"820";"Tidak Ada";"2";"37";"2018-08-28";"20:11:36"
"327";"197";"8593";"3 jam";"2";"40";"2018-08-28";"20:13:49"
"328";"22";"821";"Tidak Ada";"2";"37";"2018-08-28";"20:15:58"
"329";"197";"8594";"10 menit dan 30 menit";"2";"40";"2018-08-28";"20:16:11"
"330";"197";"8595";"Tidak Ada";"2";"40";"2018-08-28";"20:17:01"
"331";"197";"8596";"Tidak Ada";"2";"40";"2018-08-28";"20:29:00"
"332";"197";"8597";"Tidak Ada";"2";"40";"2018-08-28";"20:31:15"
"333";"197";"8598";"Tidak Ada";"2";"40";"2018-08-28";"20:32:45"
"334";"197";"8599";"Tidak Ada";"2";"40";"2018-08-28";"20:34:43"
"335";"197";"8600";"Tidak Ada";"2";"40";"2018-08-28";"20:35:33"
"336";"197";"8601";"Tidak Ada";"2";"40";"2018-08-28";"20:36:20"
"337";"197";"8602";"Tidak Ada";"2";"40";"2018-08-28";"20:38:40"
"338";"197";"8603";"Tidak Ada";"2";"40";"2018-08-28";"20:40:22"
"339";"197";"8604";"3 jam";"2";"40";"2018-08-28";"20:41:48"
"340";"197";"8605";"Tidak Ada";"2";"40";"2018-08-28";"20:43:00"
"341";"197";"8606";"1 kilometer";"2";"40";"2018-08-28";"20:44:29"
