"id_topik";"id_berita";"id_kalimat";"nama_topik";"deskripsi";"id_subyek_topik";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"75";"21";"784";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"14:48:24"
"76";"21";"785";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"14:50:41"
"77";"21";"786";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"14:51:47"
"78";"21";"787";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"14:52:38"
"79";"21";"788";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"14:53:30"
"80";"21";"789";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"14:58:03"
"81";"21";"790";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"14:59:07"
"82";"21";"791";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:00:36"
"83";"21";"792";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:01:20"
"84";"21";"793";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:02:45"
"85";"21";"794";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:04:01"
"86";"21";"795";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:05:15"
"87";"21";"796";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:06:11"
"88";"21";"797";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:07:13"
"89";"21";"798";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:08:16"
"90";"21";"799";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:14:03"
"91";"21";"800";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:15:04"
"92";"21";"801";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:16:37"
"93";"21";"802";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-25";"15:17:32"
"94";"23";"852";"MotoGP";"balap motor";"15";"1";"2";"35";"2018-08-25";"15:54:58"
"95";"23";"853";"Gelar juara";"Marc Marquez menjadi juara";"15";"1";"2";"35";"2018-08-25";"16:02:03"
"96";"23";"854";"Gelar juara";"Marquez punya enam gelar juara dunia";"15";"1";"2";"35";"2018-08-25";"16:05:55"
"97";"23";"855";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"16:07:43"
"98";"23";"856";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"16:10:38"
"99";"23";"857";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"16:13:04"
"100";"23";"858";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"16:14:41"
"101";"23";"859";"Tidak Ada";"Tidak Ada";"15";"1";"2";"35";"2018-08-25";"16:20:44"
"102";"23";"860";"Gelar juara";"Marquez berada di posisi empat setelah Giacomo Agostini (8 gelar), Valentino Rossi (7), dan Mick Doohan (5).";"15";"1";"2";"35";"2018-08-25";"16:24:32"
"103";"109";"4445";"Poster film Nina Bobo untuk Bobby yang ditayangkan";;"1";"1";"2";"32";"2018-08-25";"16:42:34"
"104";"109";"4446";"Tidak Ada";"Tidak Ada";"0";"1";"2";"32";"2018-08-25";"16:48:55"
"105";"109";"4447";"tujuannya untuk menyelamatkan";;"1";"1";"2";"32";"2018-08-25";"16:50:15"
"106";"109";"4448";"Tidak Ada";"Tidak Ada";"1";"1";"2";"32";"2018-08-25";"16:51:41"
"107";"109";"4449";"Tidak Ada";"Tidak Ada";"1";"1";"2";"32";"2018-08-25";"16:53:28"
"108";"23";"861";"Tidak Ada";"Tidak Ada";"15";"1";"2";"35";"2018-08-25";"16:58:01"
"109";"109";"4450";"Tidak Ada";"Tidak Ada";"1";"1";"2";"32";"2018-08-25";"16:58:06"
"110";"109";"4451";"Tidak Ada";"Tidak Ada";"1";"1";"2";"32";"2018-08-25";"16:59:31"
"111";"109";"4452";"Tidak Ada";"Tidak Ada";"1";"1";"2";"32";"2018-08-25";"17:02:16"
"112";"109";"4453";"Tidak Ada";"Tidak Ada";"1";"1";"2";"32";"2018-08-25";"17:05:53"
"113";"23";"862";"Tidak Ada";"Tidak Ada";"15";"1";"2";"35";"2018-08-25";"17:12:38"
"114";"23";"863";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"17:23:27"
"115";"23";"864";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"17:24:33"
"116";"23";"865";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"17:28:55"
"117";"23";"866";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"17:33:03"
"118";"23";"867";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"17:36:20"
"119";"23";"868";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"17:38:24"
"120";"23";"869";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-25";"17:41:13"
"121";"35";"1566";"Tidak Ada";"Tidak Ada";"0";"1";"2";"34";"2018-08-27";"11:18:37"
"122";"35";"1567";"Tidak Ada";"Tidak Ada";"0";"1";"2";"34";"2018-08-27";"11:21:19"
"123";"35";"1568";"Tidak Ada";"Tidak Ada";"0";"1";"2";"34";"2018-08-27";"11:22:34"
"124";"35";"1569";"Tidak Ada";"Tidak Ada";"0";"1";"2";"34";"2018-08-27";"11:25:32"
"125";"197";"8572";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-27";"13:21:21"
"126";"22";"842";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-08-27";"17:23:11"
"127";"22";"843";"Tidak Ada";"Tidak Ada";"1";"1";"2";"37";"2018-08-27";"17:37:37"
"128";"22";"844";"turisme halal";"Hiburan turisme halal";"1";"1";"2";"37";"2018-08-27";"17:44:25"
"129";"22";"845";"hotel syariah";"konsep tempat wisata/hiburan dengan hotel syariah";"1";"1";"2";"37";"2018-08-27";"17:56:30"
"130";"22";"846";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-08-27";"18:00:04"
"131";"23";"870";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-27";"18:05:19"
"132";"197";"8572";"liburan";"Liburan ke malang";"1";"1";"2";"40";"2018-08-27";"18:11:30"
"133";"197";"8573";"Tidak Ada";"Tidak Ada";"0";"1";"2";"40";"2018-08-27";"18:15:53"
"134";"197";"8574";"Tidak Ada";"Tidak Ada";"0";"1";"2";"40";"2018-08-27";"18:18:26"
"135";"23";"871";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-27";"18:26:25"
"136";"23";"872";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-27";"18:34:07"
"137";"197";"8575";"Tidak Ada";"Tidak Ada";"0";"1";"2";"40";"2018-08-27";"18:36:42"
"138";"197";"8578";"Tidak Ada";"Tidak Ada";"3";"1";"2";"40";"2018-08-27";"18:45:31"
"139";"197";"8579";"Tidak Ada";"Tidak Ada";"3";"1";"2";"40";"2018-08-27";"18:47:55"
"140";"197";"8580";"Tidak Ada";"Tidak Ada";"3";"1";"2";"40";"2018-08-27";"18:51:06"
"141";"197";"8581";"Tidak Ada";"Tidak Ada";"3";"1";"2";"40";"2018-08-27";"18:52:43"
"142";"22";"847";"hotel syariah";"konsep hotel syariah  tidak berbeda dengan hotel konvensional lainnya.";"1";"1";"2";"37";"2018-08-27";"18:54:36"
"143";"23";"873";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-27";"19:05:36"
"144";"22";"848";"Sistem penerimaan tamu dan pemisahan lift";"Sistem penerimaan tamu dan pemisahan lift antara laki laki dan perempuan";"1";"1";"2";"37";"2018-08-27";"19:05:39"
"145";"22";"849";"menunjukkan buku nikah";"pasangan akan dicek saat check in";"1";"1";"2";"37";"2018-08-27";"19:11:16"
"146";"100";"4134";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-27";"19:17:03"
"147";"23";"874";"Tidak Ada";"Tidak Ada";"0";"1";"2";"35";"2018-08-27";"19:19:18"
"148";"22";"850";"menggalakkan wisata syariah";"menggalakkan wisata syariah menggunakan sistem manajemen dan operasional yang berbasis pada syariat Islam.";"1";"1";"2";"37";"2018-08-27";"19:30:19"
"149";"199";"8666";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"19:30:57"
"150";"199";"8667";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"19:35:04"
"151";"199";"8668";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"19:41:41"
"152";"199";"8669";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"19:48:23"
"153";"199";"8670";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"19:53:21"
"154";"199";"8671";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"19:59:33"
"155";"199";"8672";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:03:46"
"156";"199";"8673";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:08:25"
"157";"199";"8674";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:11:25"
"158";"199";"8675";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:15:57"
"159";"199";"8676";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:19:50"
"160";"199";"8677";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:25:15"
"161";"22";"810";"Ilustrasi wisata syariah";"gagasan untuk mengubah nama Hotel Alexis menjadi Al Ikhlas.";"1";"1";"2";"37";"2018-08-27";"20:28:36"
"162";"199";"8678";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:37:27"
"163";"199";"8679";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:47:40"
"164";"199";"8680";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:51:19"
"165";"199";"8681";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:54:58"
"166";"199";"8682";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"20:58:55"
"167";"199";"8683";"Tidak Ada";"Tidak Ada";"5";"1";"2";"57";"2018-08-27";"21:03:01"
"168";"199";"8684";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"21:13:24"
"169";"199";"8685";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"21:22:44"
"170";"199";"8686";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"21:29:45"
"171";"199";"8687";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"21:35:30"
"172";"199";"8688";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"21:47:05"
"173";"199";"8689";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"21:54:15"
"174";"199";"8690";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"21:58:28"
"175";"199";"8691";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"22:05:48"
"176";"199";"8692";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"22:10:57"
"177";"199";"8693";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"22:14:09"
"178";"199";"8694";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"22:20:00"
"179";"199";"8695";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"22:24:08"
"180";"22";"811";"komitmennya membangun wisata halal";"-";"1";"1";"2";"37";"2018-08-27";"22:26:17"
"181";"199";"8696";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"22:29:28"
"182";"22";"812";"karyawan eks Hotel dan Griya Pijat Alexis";"pelatihan dan menyalurkan para karyawan eks Hotel dan Griya Pijat Alexis ke industri wisata halal atau syariah";"1";"1";"2";"37";"2018-08-27";"22:41:53"
"183";"22";"813";"menutup Hotel Alexis";"berjanji menutup Hotel Alexis karena dugaan praktik prostitusi.";"1";"1";"2";"37";"2018-08-27";"22:48:00"
"184";"199";"8697";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"22:54:06"
"185";"199";"8698";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"22:59:04"
"186";"22";"814";"menggalakkan wisata syariah";"mengaku ingin menggalakkan wisata syariah atau halal tourism";"1";"1";"2";"37";"2018-08-27";"23:03:01"
"187";"199";"8699";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"23:03:07"
"188";"199";"8700";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"23:05:20"
"189";"199";"8701";"Tidak Ada";"Tidak Ada";"7";"1";"2";"57";"2018-08-27";"23:07:39"
"190";"199";"8702";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:12:00"
"191";"199";"8703";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:23:43"
"192";"199";"8704";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:27:03"
"193";"22";"815";"kembangkan di Jakarta";"Halal tourism sedang booming di London, Tokyo, Seoul, kita juga harus kembangkan di Jakarta";"1";"1";"2";"37";"2018-08-27";"23:28:34"
"194";"199";"8705";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:29:16"
"195";"199";"8706";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:32:05"
"196";"199";"8707";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:34:13"
"197";"199";"8708";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:35:58"
"198";"199";"8709";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:38:17"
"199";"199";"8710";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:42:29"
"200";"199";"8711";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:47:53"
"201";"199";"8712";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:53:53"
"202";"199";"8713";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-27";"23:56:40"
"203";"22";"816";"perkembangan wisata syariah";"cukup menjanjikan dengan banyak investor";"1";"1";"2";"37";"2018-08-28";"00:01:15"
"204";"199";"8714";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:02:27"
"205";"22";"817";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-08-28";"00:04:18"
"206";"199";"8715";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:07:46"
"207";"199";"8716";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:10:39"
"208";"199";"8717";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:12:38"
"209";"199";"8718";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:14:56"
"210";"199";"8719";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:19:02"
"211";"199";"8720";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:22:11"
"212";"199";"8721";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:26:24"
"213";"199";"8722";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:28:50"
"214";"199";"8723";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:32:19"
"215";"199";"8724";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:35:17"
"216";"199";"8725";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:38:34"
"217";"199";"8726";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:41:13"
"218";"199";"8727";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"00:43:36"
"219";"215";"9293";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"01:20:53"
"220";"22";"818";"mendukung program turisme halal";"merencanakan untuk membangun hotel dengan konsep syariah di Jakarta";"1";"1";"2";"37";"2018-08-28";"01:25:02"
"221";"22";"819";"seperti apa konsep wisata syariah";"pertanyaan mengenai  konsep wisata syariah";"1";"1";"2";"37";"2018-08-28";"01:27:09"
"222";"199";"8666";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"10:30:36"
"223";"199";"8667";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"10:35:38"
"224";"199";"8668";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"10:39:38"
"225";"199";"8669";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"10:44:22"
"226";"215";"9263";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"11:00:13"
"227";"199";"8670";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"11:08:27"
"228";"199";"8671";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"11:15:26"
"229";"215";"9264";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"11:15:41"
"230";"199";"8672";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"11:18:23"
"231";"199";"8673";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"11:20:46"
"232";"199";"8674";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"11:22:11"
"233";"199";"8675";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"11:25:59"
"234";"215";"9265";"Tidak Ada";"Tidak Ada";"0";"1";"2";"57";"2018-08-28";"11:27:19"
"235";"199";"8676";"Tidak Ada";"Tidak Ada";"0";"1";"2";"62";"2018-08-28";"11:29:34"
